Transaction_ID,Sales_Date,Order_ID,Customer_ID,Product_ID,Employee_ID,Region_ID,Quantity,Unit_Price,Discount_Pct,Gross_Revenue,Discount_Value,Sales_Value,Product_Cost,Profit
ST0000688,1/3/2026,O000160,C00571,P0082,E0004,R008,5,30568.2,0,152841.02,0,152841.02,82037.05,70803.97
ST0000689,2/7/2026,O001230,C00384,P0084,E0021,R001,2,38802.97,0.15,77605.93,11640.89,65965.04,54450.91,11514.13
ST0000690,1/3/2025,O000229,C00337,P0131,E0002,R002,3,38977.87,0,116933.62,0,116933.62,102926.46,14007.16
ST0000691,10/12/2025,O002734,C00185,P0019,E0041,R002,1,19196.37,0.05,19196.37,959.82,18236.56,16404.63,1831.92
ST0000692,4/24/2025,O001571,C00589,P0082,E0001,R002,5,28646.14,0.15,143230.71,21484.61,121746.1,82037.05,39709.05
ST0000693,8/15/2025,O002432,C00434,P0045,E0039,R005,1,58400.51,0,58400.51,0,58400.51,31549.52,26850.99
ST0000694,4/21/2026,O000991,C00231,P0123,E0027,R008,7,24308.28,0.1,170157.94,17015.79,153142.15,143696.13,9446.02
ST0000695,5/11/2025,O002389,C00004,P0109,E0017,R002,3,45033.27,0.15,135099.82,20264.97,114834.84,83135.71,31699.13
ST0000696,7/21/2026,O001422,C00243,P0060,E0011,R008,4,57466.84,0,229867.36,0,229867.36,134500.3,95367.05
ST0000697,7/18/2025,O002330,C00166,P0065,E0036,R004,2,42850.96,0.2,85701.93,17140.39,68561.54,51790.35,16771.19
ST0000698,3/7/2026,O002220,C00052,P0050,E0001,R002,1,1136.66,0.25,1136.66,284.16,852.49,667.89,184.6
ST0000699,5/17/2025,O000945,C00397,P0079,E0010,R004,3,24679.59,0.2,74038.77,14807.75,59231.01,65173.73,-5942.71
ST0000700,3/1/2026,O000610,C00425,P0076,E0017,R002,1,19071.69,0.2,19071.69,3814.34,15257.35,11888.74,3368.61
ST0000701,10/24/2025,O000728,C00488,P0132,E0032,R001,4,23193.88,0,92775.52,0,92775.52,55495.55,37279.97
ST0000702,4/12/2025,O000826,C00532,P0077,E0019,R002,4,508.13,0.05,2032.53,101.63,1930.9,1662.59,268.31
ST0000703,12/8/2025,O000855,C00022,P0121,E0026,R006,6,10930.92,0.2,65585.5,13117.1,52468.4,42314.69,10153.71
ST0000704,8/14/2025,O002158,C00464,P0098,E0038,R002,7,45923.84,0.05,321466.91,16073.35,305393.57,194395.2,110998.37
ST0000705,6/27/2026,O002997,C00089,P0010,E0025,R004,7,1224.31,0.05,8570.19,428.51,8141.68,5410.29,2731.39
ST0000706,7/4/2025,O001180,C00299,P0045,E0007,R002,5,56181.37,0.15,280906.86,42136.03,238770.83,157747.6,81023.23
ST0000707,2/5/2026,O000724,C00026,P0099,E0034,R001,3,16424.92,0.05,49274.77,2463.74,46811.03,35862.79,10948.23
ST0000708,1/4/2025,O000086,C00189,P0116,E0030,R003,5,29652.44,0.25,148262.21,37065.55,111196.66,115586.66,-4390
ST0000709,8/31/2026,O000089,C00137,P0148,E0018,R003,6,16611.89,0.25,99671.36,24917.84,74753.52,82482.03,-7728.51
ST0000710,5/28/2025,O002292,C00370,P0134,E0020,R001,6,16804.92,0.1,100829.54,10082.95,90746.58,62623.02,28123.56
ST0000711,6/21/2026,O002587,C00596,P0003,E0020,R001,4,2363.49,0.25,9453.97,2363.49,7090.48,6827.07,263.41
ST0000712,7/7/2025,O002479,C00589,P0109,E0028,R006,5,43067.18,0.05,215335.9,10766.8,204569.11,138559.52,66009.59
ST0000713,8/31/2025,O002462,C00328,P0025,E0024,R002,8,1993.82,0,15950.6,0,15950.6,9050.12,6900.48
ST0000714,3/14/2026,O001060,C00144,P0118,E0009,R002,2,21474.97,0.15,42949.95,6442.49,36507.46,30562.69,5944.76
ST0000715,2/12/2025,O000825,C00327,P0002,E0013,R004,1,6354.44,0.25,6354.44,1588.61,4765.83,4243.06,522.76
ST0000716,6/16/2025,O002412,C00491,P0088,E0030,R003,5,25172.04,0.15,125860.19,18879.03,106981.16,100242.49,6738.67
ST0000717,6/11/2026,O001866,C00569,P0055,E0004,R008,5,24727.21,0.2,123636.06,24727.21,98908.85,84881.96,14026.88
ST0000718,4/27/2025,O002989,C00372,P0103,E0041,R002,7,39566.79,0.1,276967.53,27696.75,249270.78,155310.62,93960.16
ST0000719,2/23/2025,O001761,C00191,P0116,E0017,R002,5,30424.85,0.1,152124.26,15212.43,136911.84,115586.66,21325.18
ST0000720,1/19/2025,O002871,C00466,P0028,E0012,R004,8,24140.88,0.25,193127.08,48281.77,144845.31,159395.93,-14550.62
ST0000721,3/11/2025,O002632,C00212,P0006,E0011,R008,7,36658.3,0,256608.12,0,256608.12,139747.88,116860.23
ST0000722,9/23/2025,O001069,C00331,P0113,E0029,R006,2,1717.16,0.25,3434.31,858.58,2575.73,2864.46,-288.72
ST0000723,5/1/2025,O000881,C00409,P0135,E0001,R002,5,8636.13,0.2,43180.64,8636.13,34544.51,28818.41,5726.1
ST0000724,1/6/2025,O001836,C00059,P0027,E0041,R002,6,18710.92,0.25,112265.5,28066.38,84199.13,66107.58,18091.55
ST0000725,4/5/2026,O001469,C00534,P0108,E0025,R004,7,16522.67,0,115658.72,0,115658.72,91161.46,24497.26
ST0000726,1/7/2025,O002674,C00254,P0087,E0015,R008,2,5542.06,0.15,11084.13,1662.62,9421.51,7651.98,1769.53
ST0000727,4/7/2025,O001731,C00302,P0006,E0034,R001,2,35931.69,0.2,71863.38,14372.68,57490.7,39927.97,17562.73
ST0000728,7/29/2025,O001199,C00265,P0067,E0029,R006,3,39107.47,0.2,117322.41,23464.48,93857.93,98087.68,-4229.74
ST0000729,9/25/2025,O000850,C00419,P0095,E0004,R008,7,2105.05,0.05,14735.33,736.77,13998.56,10443.1,3555.46
ST0000730,5/29/2025,O000077,C00487,P0072,E0017,R002,6,48211.88,0,289271.26,0,289271.26,194769.13,94502.13
ST0000731,5/31/2025,O002645,C00062,P0086,E0013,R004,7,20978.43,0.2,146848.98,29369.8,117479.19,120980.71,-3501.52
ST0000732,6/12/2026,O002362,C00011,P0059,E0040,R005,8,24230.3,0,193842.38,0,193842.38,131793.15,62049.23
ST0000733,4/25/2026,O000556,C00189,P0068,E0037,R004,3,25257.08,0.1,75771.25,7577.13,68194.13,46420.96,21773.17
ST0000734,11/3/2025,O000296,C00557,P0121,E0018,R003,3,11838.15,0.25,35514.45,8878.61,26635.84,21157.35,5478.49
ST0000735,4/11/2025,O001826,C00134,P0032,E0011,R008,5,24043.02,0.25,120215.1,30053.77,90161.32,83498.31,6663.01
ST0000736,5/27/2026,O000533,C00357,P0085,E0007,R002,1,24005.19,0.2,24005.19,4801.04,19204.15,15487.25,3716.9
ST0000737,1/20/2026,O000986,C00570,P0138,E0033,R008,6,25835.47,0.1,155012.81,15501.28,139511.53,111831.01,27680.52
ST0000738,4/8/2026,O001753,C00087,P0045,E0020,R001,7,59785.7,0.05,418499.9,20924.99,397574.9,220846.64,176728.26
ST0000739,3/10/2025,O002107,C00491,P0019,E0036,R004,7,19418.92,0,135932.41,0,135932.41,114832.42,21099.99
ST0000740,2/21/2026,O002119,C00428,P0074,E0023,R004,4,15923.12,0.1,63692.47,6369.25,57323.22,47214.65,10108.57
ST0000741,7/6/2025,O002291,C00256,P0014,E0016,R002,7,22303.46,0.15,156124.22,23418.63,132705.59,129048.52,3657.07
ST0000742,3/11/2026,O001437,C00503,P0057,E0029,R006,1,29395.88,0,29395.88,0,29395.88,18374.68,11021.2
ST0000743,1/12/2026,O000090,C00204,P0021,E0006,R002,3,13137.71,0.15,39413.14,5911.97,33501.17,29308.61,4192.56
ST0000744,7/21/2026,O001546,C00140,P0086,E0032,R001,2,22160.48,0.15,44320.97,6648.15,37672.82,34565.92,3106.91
ST0000745,10/14/2025,O002657,C00470,P0054,E0013,R004,1,17529,0.2,17529,3505.8,14023.2,9511.46,4511.74
ST0000746,8/28/2025,O002064,C00416,P0095,E0041,R002,3,2174.22,0.2,6522.65,1304.53,5218.12,4475.61,742.5
ST0000747,1/14/2026,O002006,C00414,P0118,E0013,R004,6,20894.7,0.25,125368.18,31342.04,94026.13,91688.08,2338.05
ST0000748,5/20/2025,O001945,C00051,P0013,E0002,R002,4,11220.34,0.1,44881.36,4488.14,40393.22,38359.32,2033.9
ST0000749,7/10/2026,O000601,C00421,P0014,E0024,R002,4,23572.07,0,94288.28,0,94288.28,73742.01,20546.27
ST0000750,8/8/2026,O001040,C00106,P0078,E0021,R001,5,19486.7,0.15,97433.52,14615.03,82818.49,78372.32,4446.17
ST0000751,4/25/2026,O001058,C00220,P0104,E0013,R004,7,4135.58,0.2,28949.09,5789.82,23159.27,16455.89,6703.38
ST0000752,3/13/2025,O001002,C00164,P0060,E0017,R002,2,57466.6,0.2,114933.19,22986.64,91946.55,67250.15,24696.4
ST0000753,1/27/2025,O000617,C00209,P0051,E0006,R002,4,8273.22,0.2,33092.86,6618.57,26474.29,19624.97,6849.32
ST0000754,8/12/2025,O001728,C00386,P0023,E0009,R002,8,29585.77,0.2,236686.16,47337.23,189348.93,152347.21,37001.72
ST0000755,1/16/2026,O000196,C00536,P0115,E0011,R008,4,39269.08,0.1,157076.33,15707.63,141368.7,86831.85,54536.85
ST0000756,6/4/2025,O001235,C00412,P0072,E0038,R002,6,46809.22,0.1,280855.32,28085.53,252769.79,194769.13,58000.66
ST0000757,3/3/2026,O000709,C00205,P0106,E0018,R003,3,52029.85,0.1,156089.56,15608.96,140480.6,102473.29,38007.32
ST0000758,9/17/2025,O001821,C00585,P0138,E0023,R004,6,25400.35,0.15,152402.09,22860.31,129541.78,111831.01,17710.77
ST0000759,6/7/2026,O002516,C00286,P0142,E0036,R004,8,34193.92,0.05,273551.35,13677.57,259873.78,157433.97,102439.81
ST0000760,3/6/2025,O002031,C00589,P0096,E0002,R002,5,36276.04,0.2,181380.2,36276.04,145104.16,120734.15,24370.01
ST0000761,9/19/2025,O000981,C00546,P0074,E0012,R004,6,14960.16,0.05,89760.94,4488.05,85272.89,70821.98,14450.91
ST0000762,8/18/2025,O000780,C00394,P0115,E0030,R003,8,39075.41,0.25,312603.3,78150.82,234452.47,173663.7,60788.78
ST0000763,4/14/2026,O000113,C00453,P0062,E0024,R002,8,30857.56,0.1,246860.52,24686.05,222174.47,162284.49,59889.98
ST0000764,7/10/2025,O002284,C00193,P0122,E0030,R003,5,5593.17,0.25,27965.84,6991.46,20974.38,17702.38,3272
ST0000765,7/21/2026,O000616,C00591,P0006,E0027,R008,8,36065.79,0.05,288526.35,14426.32,274100.04,159711.87,114388.17
ST0000766,7/2/2026,O000330,C00182,P0079,E0020,R001,8,24856.95,0.05,198855.64,9942.78,188912.86,173796.6,15116.25
ST0000767,7/21/2026,O000362,C00308,P0020,E0040,R005,6,43232.01,0.25,259392.07,64848.02,194544.05,159457.59,35086.47
ST0000768,2/13/2026,O000851,C00401,P0054,E0030,R003,1,17294.74,0,17294.74,0,17294.74,9511.46,7783.28
ST0000769,6/10/2026,O000133,C00565,P0012,E0005,R005,5,27339.02,0.25,136695.08,34173.77,102521.31,106232.18,-3710.87
ST0000770,2/17/2025,O001676,C00405,P0096,E0029,R006,7,35111.01,0.15,245777.09,36866.56,208910.52,169027.8,39882.72
ST0000771,5/10/2025,O000615,C00448,P0062,E0016,R002,5,31896.81,0.05,159484.03,7974.2,151509.83,101427.81,50082.02
ST0000772,5/28/2026,O001001,C00248,P0135,E0013,R004,6,8517.51,0.1,51105.03,5110.5,45994.53,34582.1,11412.43
ST0000773,7/16/2025,O001497,C00041,P0063,E0041,R002,6,21585.42,0,129512.51,0,129512.51,102170.61,27341.9
ST0000774,8/27/2025,O002773,C00429,P0034,E0022,R003,7,38407.75,0,268854.25,0,268854.25,159410.06,109444.19
ST0000775,6/4/2026,O002586,C00364,P0004,E0041,R002,1,30825.34,0,30825.34,0,30825.34,24187.8,6637.55
ST0000776,7/1/2025,O002338,C00117,P0021,E0036,R004,2,12636.3,0,25272.59,0,25272.59,19539.07,5733.52
ST0000777,3/19/2025,O001261,C00586,P0150,E0017,R002,6,53094.24,0,318565.45,0,318565.45,203632.57,114932.88
ST0000778,6/1/2026,O000323,C00378,P0129,E0005,R005,7,16837.03,0,117859.18,0,117859.18,69002.36,48856.82
ST0000779,6/4/2026,O000356,C00563,P0141,E0015,R008,2,19145.37,0.05,38290.74,1914.54,36376.21,32703.02,3673.19
ST0000780,7/30/2025,O002058,C00373,P0056,E0027,R008,8,48458.17,0.05,387665.4,19383.27,368282.13,205020.05,163262.08
ST0000781,1/22/2025,O001646,C00418,P0110,E0021,R001,2,419.14,0.05,838.28,41.91,796.37,682.95,113.42
ST0000782,2/15/2026,O001927,C00261,P0115,E0022,R003,7,39592.4,0.15,277146.81,41572.02,235574.79,151955.74,83619.05
ST0000783,8/12/2025,O002634,C00367,P0105,E0040,R005,8,2992.94,0.05,23943.49,1197.17,22746.32,18570.25,4176.07
ST0000784,5/12/2025,O002952,C00066,P0119,E0034,R001,7,2918.94,0.2,20432.59,4086.52,16346.07,13647.8,2698.28
ST0000785,4/24/2025,O001571,C00589,P0141,E0001,R002,3,19192.98,0,57578.95,0,57578.95,49054.52,8524.42
ST0000786,7/13/2026,O001528,C00575,P0035,E0023,R004,6,10851.13,0.15,65106.79,9766.02,55340.77,50649.04,4691.74
ST0000787,2/7/2025,O002401,C00267,P0096,E0020,R001,1,35715.44,0.15,35715.44,5357.32,30358.12,24146.83,6211.29
ST0000788,6/30/2026,O000278,C00134,P0071,E0014,R005,3,36998.04,0.2,110994.11,22198.82,88795.29,74194.8,14600.49
ST0000789,5/22/2025,O000949,C00408,P0001,E0005,R005,3,30111.76,0,90335.27,0,90335.27,52443.63,37891.64
ST0000790,10/14/2025,O002034,C00574,P0109,E0041,R002,5,45383.87,0.05,226919.37,11345.97,215573.4,138559.52,77013.88
ST0000791,5/27/2026,O001140,C00411,P0124,E0024,R002,4,8925.06,0.1,35700.25,3570.03,32130.23,25323.04,6807.19
ST0000792,2/17/2026,O000716,C00055,P0040,E0027,R008,2,27125.08,0.05,54250.16,2712.51,51537.65,34722.03,16815.62
ST0000793,1/14/2026,O000276,C00313,P0056,E0031,R001,2,47254.1,0.1,94508.21,9450.82,85057.39,51255.01,33802.38
ST0000794,6/10/2026,O000133,C00565,P0079,E0005,R005,8,24747.94,0.25,197983.48,49495.87,148487.61,173796.6,-25308.99
ST0000795,9/3/2025,O000998,C00166,P0055,E0031,R001,2,22999.59,0.2,45999.18,9199.84,36799.34,33952.78,2846.56
ST0000796,1/4/2026,O002050,C00480,P0087,E0020,R001,3,5386.63,0.05,16159.88,807.99,15351.89,11477.97,3873.92
ST0000797,1/7/2026,O001239,C00219,P0033,E0021,R001,1,29123.72,0.15,29123.72,4368.56,24755.16,20164.78,4590.39
ST0000798,1/25/2026,O001076,C00027,P0073,E0030,R003,2,5045.44,0.2,10090.89,2018.18,8072.71,7032.14,1040.58
ST0000799,3/3/2025,O002754,C00530,P0043,E0040,R005,4,46243.37,0.1,184973.47,18497.35,166476.12,111307.25,55168.88
ST0000800,5/31/2025,O002643,C00248,P0058,E0035,R002,6,30644.42,0.15,183866.53,27579.98,156286.55,113563.19,42723.36
ST0000801,5/16/2025,O002794,C00484,P0105,E0027,R008,7,2887.32,0.25,20211.26,5052.82,15158.45,16248.96,-1090.52
ST0000802,3/6/2026,O002036,C00247,P0123,E0006,R002,5,22842.77,0,114213.84,0,114213.84,102640.09,11573.75
ST0000803,10/13/2025,O000834,C00270,P0094,E0006,R002,2,40911.86,0,81823.72,0,81823.72,59769.14,22054.57
ST0000804,4/23/2026,O000036,C00079,P0037,E0035,R002,6,30368.26,0,182209.58,0,182209.58,145988.19,36221.4
ST0000805,8/8/2026,O001096,C00099,P0108,E0032,R001,6,16210.27,0,97261.63,0,97261.63,78138.39,19123.24
ST0000806,3/29/2026,O001431,C00022,P0054,E0033,R008,6,17321.57,0.2,103929.44,20785.89,83143.55,57068.73,26074.82
ST0000807,1/8/2026,O000488,C00312,P0126,E0009,R002,6,42711.11,0.15,256266.68,38440,217826.67,178953.6,38873.08
ST0000808,6/28/2026,O002540,C00401,P0015,E0011,R008,5,30889.01,0.2,154445.07,30889.01,123556.06,88845.47,34710.58
ST0000809,5/13/2025,O000312,C00401,P0044,E0012,R004,7,729.33,0.25,5105.32,1276.33,3828.99,2822.4,1006.59
ST0000810,8/5/2026,O002126,C00402,P0029,E0012,R004,7,39159.68,0.25,274117.75,68529.44,205588.31,167962.14,37626.17
ST0000811,1/9/2025,O002543,C00353,P0046,E0031,R001,4,53040.25,0.25,212160.99,53040.25,159120.75,120641.3,38479.45
ST0000812,4/2/2025,O000398,C00250,P0057,E0015,R008,5,28856.3,0.15,144281.51,21642.23,122639.28,91873.42,30765.86
ST0000813,5/27/2025,O000376,C00092,P0141,E0007,R002,1,19238.43,0,19238.43,0,19238.43,16351.51,2886.92
ST0000814,2/3/2026,O002183,C00047,P0017,E0034,R001,5,29926.26,0,149631.32,0,149631.32,118619.5,31011.83
ST0000815,6/1/2026,O001062,C00580,P0033,E0029,R006,3,29495.82,0,88487.47,0,88487.47,60494.33,27993.14
ST0000816,5/2/2025,O000422,C00414,P0095,E0017,R002,8,2140.37,0,17122.98,0,17122.98,11934.97,5188
ST0000817,11/2/2025,O000214,C00186,P0027,E0002,R002,3,18088.86,0.05,54266.57,2713.33,51553.24,33053.79,18499.45
ST0000818,10/15/2025,O000634,C00257,P0121,E0013,R004,4,11150.23,0,44600.93,0,44600.93,28209.79,16391.14
ST0000819,1/25/2026,O001212,C00206,P0103,E0004,R008,2,38303.89,0,76607.79,0,76607.79,44374.46,32233.32
ST0000820,8/1/2025,O001362,C00032,P0092,E0020,R001,6,55608.69,0,333652.16,0,333652.16,200405.63,133246.53
ST0000821,12/30/2025,O000258,C00587,P0083,E0010,R004,4,50749.88,0,202999.51,0,202999.51,126521.18,76478.33
ST0000822,1/24/2025,O001259,C00327,P0076,E0034,R001,1,19209.21,0.15,19209.21,2881.38,16327.83,11888.74,4439.09
ST0000823,1/26/2026,O000361,C00160,P0026,E0032,R001,1,18972.51,0.2,18972.51,3794.5,15178.01,14995.13,182.88
ST0000824,4/22/2025,O001669,C00127,P0093,E0035,R002,5,16015.88,0.05,80079.42,4003.97,76075.45,58751.89,17323.56
ST0000825,10/17/2025,O001310,C00335,P0117,E0041,R002,7,22129.6,0.2,154907.17,30981.43,123925.74,122313.22,1612.52
ST0000826,4/15/2025,O001771,C00228,P0061,E0023,R004,5,42590.78,0.05,212953.89,10647.69,202306.19,131299.77,71006.43
ST0000827,3/18/2026,O000491,C00287,P0143,E0040,R005,3,38108.55,0,114325.64,0,114325.64,68275.38,46050.26
ST0000828,3/16/2025,O000580,C00385,P0105,E0012,R004,5,2896.49,0,14482.46,0,14482.46,11606.4,2876.05
ST0000829,9/4/2025,O001708,C00409,P0079,E0036,R004,2,26331.11,0.2,52662.22,10532.44,42129.78,43449.15,-1319.37
ST0000830,5/2/2025,O000422,C00414,P0006,E0017,R002,7,38066.79,0.2,266467.52,53293.5,213174.01,139747.88,73426.13
ST0000831,1/2/2025,O001567,C00431,P0098,E0018,R003,2,42015.7,0.25,84031.41,21007.85,63023.55,55541.48,7482.07
ST0000832,8/14/2026,O002877,C00185,P0135,E0017,R002,3,8102.6,0.05,24307.8,1215.39,23092.41,17291.05,5801.36
ST0000833,7/6/2025,O000549,C00583,P0032,E0028,R006,7,23069.67,0.1,161487.66,16148.77,145338.9,116897.64,28441.26
ST0000834,7/1/2025,O002063,C00456,P0033,E0026,R006,3,30623.91,0.2,91871.74,18374.35,73497.39,60494.33,13003.06
ST0000835,2/27/2026,O002045,C00424,P0092,E0039,R005,7,55463.72,0.25,388246.01,97061.5,291184.51,233806.57,57377.94
ST0000836,7/9/2025,O001561,C00084,P0146,E0023,R004,7,42009.96,0,294069.72,0,294069.72,174150.94,119918.77
ST0000837,2/17/2025,O002168,C00115,P0050,E0019,R002,5,1099.35,0.25,5496.76,1374.19,4122.57,3339.44,783.13
ST0000838,3/28/2026,O002902,C00204,P0023,E0001,R002,1,27549.65,0.15,27549.65,4132.45,23417.2,19043.4,4373.8
ST0000839,4/20/2026,O000944,C00218,P0036,E0032,R001,6,12000.95,0.25,72005.67,18001.42,54004.26,44300.08,9704.18
ST0000840,7/19/2026,O000544,C00302,P0142,E0031,R001,8,31659.11,0,253272.85,0,253272.85,157433.97,95838.88
ST0000841,3/8/2026,O000647,C00511,P0038,E0003,R001,1,28914.67,0.2,28914.67,5782.93,23131.74,20774.65,2357.09
ST0000842,1/7/2026,O002708,C00494,P0119,E0010,R004,5,2965.81,0.15,14829.05,2224.36,12604.7,9748.43,2856.27
ST0000843,3/16/2025,O002021,C00586,P0033,E0025,R004,5,30978.78,0.15,154893.92,23234.09,131659.83,100823.89,30835.94
ST0000844,4/2/2025,O001897,C00554,P0032,E0012,R004,3,23240.96,0,69722.87,0,69722.87,50098.99,19623.88
ST0000845,11/22/2025,O001210,C00516,P0086,E0014,R005,3,22021.02,0.25,66063.07,16515.77,49547.3,51848.88,-2301.57
ST0000846,4/10/2026,O000184,C00460,P0085,E0021,R001,1,23377.96,0,23377.96,0,23377.96,15487.25,7890.71
ST0000847,7/30/2025,O002588,C00010,P0133,E0009,R002,7,4795.73,0.1,33570.13,3357.01,30213.11,21127.63,9085.49
ST0000848,8/7/2025,O000180,C00130,P0074,E0035,R002,1,15014.74,0.25,15014.74,3753.68,11261.05,11803.66,-542.61
ST0000849,8/20/2026,O000746,C00542,P0068,E0014,R005,1,24332.47,0.05,24332.47,1216.62,23115.85,15473.65,7642.19
ST0000850,11/4/2025,O001231,C00112,P0123,E0036,R004,5,23689.4,0.25,118447.01,29611.75,88835.26,102640.09,-13804.83
ST0000851,8/30/2025,O001635,C00415,P0088,E0026,R006,1,26691.4,0,26691.4,0,26691.4,20048.5,6642.9
ST0000852,6/4/2025,O001054,C00333,P0022,E0028,R006,6,6712.64,0.2,40275.84,8055.17,32220.68,33680.77,-1460.09
ST0000853,6/10/2026,O001064,C00572,P0053,E0009,R002,1,9886.81,0.1,9886.81,988.68,8898.12,6600.39,2297.73
ST0000854,6/28/2025,O001349,C00329,P0091,E0024,R002,7,24178.23,0,169247.64,0,169247.64,99459.34,69788.3
ST0000855,4/9/2025,O002109,C00340,P0144,E0021,R001,8,20120.97,0.15,160967.78,24145.17,136822.62,90382.22,46440.39
ST0000856,8/11/2025,O001814,C00221,P0098,E0014,R005,6,43818.21,0.15,262909.26,39436.39,223472.87,166624.45,56848.42
ST0000857,5/28/2025,O002554,C00048,P0061,E0021,R001,2,42072.64,0.2,84145.28,16829.06,67316.22,52519.91,14796.31
ST0000858,11/28/2025,O000215,C00328,P0107,E0011,R008,3,7472.03,0,22416.09,0,22416.09,18509.56,3906.53
ST0000859,1/15/2025,O002424,C00463,P0006,E0006,R002,2,38141.64,0.25,76283.28,19070.82,57212.46,39927.97,17284.5
ST0000860,6/6/2025,O002978,C00139,P0050,E0019,R002,7,1045.75,0.05,7320.22,366.01,6954.21,4675.22,2279
ST0000861,7/23/2026,O001975,C00174,P0071,E0002,R002,8,37727.62,0,301820.98,0,301820.98,197852.8,103968.18
ST0000862,1/3/2026,O002366,C00278,P0004,E0036,R004,4,31610.84,0,126443.35,0,126443.35,96751.18,29692.17
ST0000863,6/28/2025,O001349,C00329,P0032,E0024,R002,5,23808.25,0.15,119041.24,17856.19,101185.05,83498.31,17686.74
ST0000864,3/14/2026,O002404,C00246,P0083,E0035,R002,4,53522.41,0.2,214089.65,42817.93,171271.72,126521.18,44750.54
ST0000865,3/4/2026,O002333,C00364,P0075,E0037,R004,5,43224.41,0.2,216122.03,43224.41,172897.62,135437.54,37460.08
ST0000866,3/6/2026,O000500,C00447,P0067,E0005,R005,8,41543.4,0.2,332347.2,66469.44,265877.76,261567.14,4310.62
ST0000867,1/16/2026,O000196,C00536,P0093,E0011,R008,4,15454.87,0,61819.48,0,61819.48,47001.51,14817.97
ST0000868,6/4/2026,O002298,C00384,P0062,E0041,R002,6,32397.16,0.2,194382.94,38876.59,155506.35,121713.37,33792.99
ST0000869,12/12/2025,O001675,C00044,P0122,E0025,R004,4,5954.06,0.25,23816.22,5954.06,17862.17,14161.91,3700.26
ST0000870,6/10/2025,O002312,C00045,P0085,E0019,R002,4,22048.55,0.2,88194.18,17638.84,70555.35,61949,8606.35
ST0000871,1/21/2025,O001614,C00267,P0127,E0040,R005,1,9793.56,0.05,9793.56,489.68,9303.88,5588.77,3715.11
ST0000872,4/1/2025,O002092,C00015,P0133,E0011,R008,7,5198.28,0.15,36387.97,5458.19,30929.77,21127.63,9802.14
ST0000873,8/1/2026,O001696,C00145,P0085,E0029,R006,7,23337.34,0,163361.41,0,163361.41,108410.75,54950.66
ST0000874,10/9/2025,O002429,C00504,P0043,E0036,R004,6,46203.83,0.2,277222.96,55444.59,221778.37,166960.87,54817.5
ST0000875,7/28/2026,O002191,C00260,P0048,E0011,R008,3,7554.24,0,22662.73,0,22662.73,18505.63,4157.1
ST0000876,3/15/2026,O002937,C00485,P0138,E0025,R004,1,25558.57,0,25558.57,0,25558.57,18638.5,6920.07
ST0000877,7/1/2026,O002159,C00107,P0056,E0002,R002,3,45904.75,0,137714.25,0,137714.25,76882.52,60831.73
ST0000878,8/22/2025,O000171,C00156,P0112,E0035,R002,6,33451.59,0.2,200709.55,40141.91,160567.64,134622.72,25944.92
ST0000879,9/14/2025,O001221,C00461,P0109,E0017,R002,8,45608.63,0.2,364869.01,72973.8,291895.21,221695.23,70199.98
ST0000880,6/2/2026,O002029,C00047,P0129,E0022,R003,1,16474.11,0.1,16474.11,1647.41,14826.7,9857.48,4969.22
ST0000881,11/21/2025,O001141,C00361,P0083,E0041,R002,4,53094.19,0.05,212376.75,10618.84,201757.91,126521.18,75236.73
ST0000882,10/8/2025,O001150,C00042,P0148,E0017,R002,6,17760.02,0.1,106560.12,10656.01,95904.11,82482.03,13422.07
ST0000883,4/8/2025,O001372,C00222,P0038,E0041,R002,2,29473.26,0.2,58946.51,11789.3,47157.21,41549.3,5607.91
ST0000884,3/26/2026,O000822,C00465,P0021,E0026,R006,8,12983.2,0.05,103865.59,5193.28,98672.31,78156.29,20516.02
ST0000885,8/17/2025,O002801,C00600,P0085,E0006,R002,3,23875.61,0.2,71626.83,14325.37,57301.46,46461.75,10839.71
ST0000886,12/26/2025,O002551,C00582,P0126,E0029,R006,5,43551.66,0.1,217758.28,21775.83,195982.45,149128,46854.45
ST0000887,8/13/2026,O001133,C00111,P0023,E0039,R005,2,29561.7,0.05,59123.4,2956.17,56167.23,38086.8,18080.42
ST0000888,11/13/2025,O002157,C00120,P0099,E0021,R001,3,16219.18,0.05,48657.55,2432.88,46224.67,35862.79,10361.88
ST0000889,12/6/2025,O000493,C00014,P0031,E0037,R004,8,20200.46,0.05,161603.65,8080.18,153523.47,93134.71,60388.76
ST0000890,11/22/2025,O000918,C00187,P0069,E0006,R002,7,15820.36,0.05,110742.49,5537.12,105205.36,65394.8,39810.56
ST0000891,7/15/2025,O000295,C00257,P0092,E0021,R001,7,56267.7,0,393873.93,0,393873.93,233806.57,160067.36
ST0000892,1/3/2026,O002505,C00138,P0104,E0019,R002,8,4047.68,0.1,32381.41,3238.14,29143.27,18806.73,10336.53
ST0000893,10/7/2025,O000974,C00409,P0003,E0013,R004,1,2362.65,0,2362.65,0,2362.65,1706.77,655.88
ST0000894,10/3/2025,O001438,C00262,P0130,E0024,R002,3,34427.59,0,103282.76,0,103282.76,60995.43,42287.33
ST0000895,4/17/2026,O001623,C00560,P0050,E0006,R002,1,1054.19,0.2,1054.19,210.84,843.35,667.89,175.46
