Invoice_ID,Order_ID,Invoice_Date,Due_Date,Net_Amount,Tax_Amount,Invoice_Amount,Invoice_Status
INV000620,O000269,2025-04-11,2025-05-11,42795.92,7703.27,50499.18,Partially Paid
INV000621,O001889,2026-01-30,2026-03-16,10300.56,1854.1,12154.66,Open
INV000622,O001128,2025-04-22,2025-06-06,33838.66,6090.96,39929.62,Open
INV000623,O002324,2025-05-31,2025-06-30,19728.77,3551.18,23279.95,Paid
INV000624,O000781,2025-11-10,2025-12-10,230639.87,41515.18,272155.05,Paid
INV000625,O000378,2026-06-27,2026-08-11,227117.64,40881.18,267998.81,Open
INV000626,O001848,2025-05-18,2025-06-02,103560.94,18640.97,122201.91,Open
INV000627,O001473,2025-05-28,2025-07-12,147772.82,26599.11,174371.92,Partially Paid
INV000628,O001700,2025-05-22,2025-07-06,26775.93,4819.67,31595.6,Partially Paid
INV000629,O000114,2025-10-02,2025-12-01,8673.96,1561.31,10235.27,Open
INV000630,O002047,2026-03-09,2026-04-08,37724.47,6790.4,44514.88,Open
INV000631,O000956,2025-11-10,2025-12-10,164563.82,29621.49,194185.31,Partially Paid
INV000632,O000028,2025-05-27,2025-06-26,375977.72,67675.99,443653.7,Partially Paid
INV000633,O000758,2025-03-09,2025-05-08,479139.57,86245.12,565384.69,Paid
INV000634,O000425,2026-05-20,2026-06-04,290312.42,52256.24,342568.66,Open
INV000635,O001824,2026-01-07,2026-02-06,43774.39,7879.39,51653.78,Open
INV000636,O000873,2025-03-05,2025-04-04,79904.49,14382.81,94287.3,Paid
INV000637,O001857,2025-03-08,2025-04-22,165466.7,29784.01,195250.7,Open
INV000638,O002566,2025-08-31,2025-09-15,239306.55,43075.18,282381.72,Open
INV000639,O000967,2026-04-15,2026-05-30,85286,15351.48,100637.48,Paid
INV000640,O002997,2026-06-29,2026-08-13,8141.68,1465.5,9607.18,Partially Paid
INV000641,O000182,2026-06-07,2026-08-06,164682.27,29642.81,194325.08,Paid
INV000642,O002450,2025-12-22,2026-02-20,1820.54,327.7,2148.23,Partially Paid
INV000643,O000024,2025-05-18,2025-06-17,35731.7,6431.71,42163.41,Open
INV000644,O002571,2026-05-22,2026-06-21,174819.22,31467.46,206286.68,Open
INV000645,O001186,2025-11-30,2025-12-15,165627.55,29812.96,195440.51,Partially Paid
INV000646,O002318,2026-02-05,2026-04-06,55094.5,9917.01,65011.51,Open
INV000647,O000704,2026-06-02,2026-07-02,116864.62,21035.63,137900.26,Paid
INV000648,O001695,2025-07-11,2025-08-10,72176.2,12991.72,85167.92,Open
INV000649,O002912,2025-06-11,2025-08-10,48807.68,8785.38,57593.06,Open
INV000650,O000315,2025-10-11,2025-11-10,7321.31,1317.84,8639.14,Partially Paid
INV000651,O002978,2025-06-08,2025-06-23,123547.04,22238.47,145785.51,Partially Paid
INV000652,O000648,2025-10-24,2025-12-08,38687.48,6963.75,45651.23,Open
INV000653,O000653,2025-06-10,2025-07-25,7709.31,1387.68,9096.99,Open
INV000654,O001070,2026-08-17,2026-09-16,275230.01,49541.4,324771.41,Partially Paid
INV000655,O002769,2025-01-28,2025-02-27,3258.42,586.52,3844.94,Open
INV000656,O000001,2025-06-29,2025-07-29,22655.72,4078.03,26733.75,Paid
INV000657,O001704,2026-08-10,2026-10-09,92110.87,16579.96,108690.83,Partially Paid
INV000658,O000317,2026-04-19,2026-05-19,374235.29,67362.35,441597.64,Open
INV000659,O002582,2026-01-25,2026-03-26,30406.22,5473.12,35879.34,Paid
INV000660,O002148,2026-03-23,2026-05-07,173182.08,31172.77,204354.86,Paid
INV000661,O001562,2025-05-12,2025-05-27,377421.55,67935.88,445357.43,Partially Paid
INV000662,O001371,2025-11-17,2026-01-01,419663.83,75539.49,495203.31,Open
INV000663,O001106,2025-04-09,2025-05-09,68899.1,12401.84,81300.94,Open
INV000664,O002668,2025-11-09,2025-11-24,161660.73,29098.93,190759.66,Paid
INV000665,O001651,2025-03-31,2025-04-15,74067.77,13332.2,87399.97,Open
INV000666,O000218,2025-03-09,2025-04-23,73164.08,13169.53,86333.62,Paid
INV000667,O000701,2026-04-13,2026-04-28,129969.58,23394.52,153364.1,Paid
INV000668,O001283,2025-01-26,2025-02-25,142834.67,25710.24,168544.91,Partially Paid
INV000669,O000349,2025-06-09,2025-08-08,361498.38,65069.71,426568.09,Partially Paid
INV000670,O001110,2026-06-09,2026-07-09,332457.66,59842.38,392300.04,Partially Paid
INV000671,O001023,2025-10-06,2025-10-21,2352.2,423.4,2775.59,Paid
INV000672,O002692,2025-01-29,2025-02-28,138341.22,24901.42,163242.64,Open
INV000673,O002223,2026-01-31,2026-02-15,84254.92,15165.88,99420.8,Open
INV000674,O000170,2026-03-02,2026-04-01,181347.75,32642.59,213990.34,Open
INV000675,O001134,2026-02-11,2026-03-13,252033.42,45366.02,297399.44,Paid
INV000676,O001930,2026-08-23,2026-10-07,34240.86,6163.35,40404.21,Open
INV000677,O002359,2025-04-11,2025-05-26,43933.63,7908.05,51841.68,Open
INV000678,O000263,2026-03-10,2026-04-09,91875.83,16537.65,108413.49,Partially Paid
INV000679,O002282,2025-09-17,2025-11-16,49373.71,8887.27,58260.98,Paid
INV000680,O000127,2026-06-24,2026-07-24,33929.87,6107.38,40037.25,Partially Paid
INV000681,O000134,2026-08-06,2026-09-20,8641.95,1555.55,10197.5,Paid
INV000682,O001241,2025-06-06,2025-08-05,125394.95,22571.09,147966.04,Paid
INV000683,O001389,2025-07-23,2025-08-22,6090.38,1096.27,7186.65,Open
INV000684,O000216,2026-04-07,2026-05-22,35926.14,6466.71,42392.85,Partially Paid
INV000685,O000340,2025-11-30,2025-12-30,189678.09,34142.06,223820.15,Open
INV000686,O001294,2026-08-02,2026-10-01,120546.57,21698.38,142244.96,Paid
INV000687,O002510,2025-03-06,2025-04-05,58976.91,10615.84,69592.75,Paid
INV000688,O000287,2025-05-19,2025-06-18,35173.19,6331.17,41504.37,Open
INV000689,O000461,2025-07-15,2025-07-30,37182.36,6692.82,43875.18,Paid
INV000690,O001344,2026-03-08,2026-05-07,721.68,129.9,851.59,Partially Paid
INV000691,O002981,2026-05-21,2026-07-20,125370.09,22566.62,147936.71,Partially Paid
INV000692,O000239,2025-03-13,2025-04-27,219876.54,39577.78,259454.32,Open
INV000693,O000619,2025-07-13,2025-08-12,57281.44,10310.66,67592.1,Partially Paid
INV000694,O001974,2025-10-30,2025-11-14,363548.71,65438.77,428987.48,Partially Paid
INV000695,O001664,2025-12-13,2026-01-12,47597.1,8567.48,56164.58,Partially Paid
INV000696,O002377,2025-11-04,2025-11-19,302354.44,54423.8,356778.24,Partially Paid
INV000697,O001123,2025-08-31,2025-10-15,320871.26,57756.83,378628.08,Partially Paid
INV000698,O002026,2025-10-03,2025-10-18,33565.56,6041.8,39607.36,Open
INV000699,O001986,2025-05-09,2025-06-23,198028.1,35645.06,233673.16,Partially Paid
INV000700,O001791,2026-01-08,2026-02-07,25876.37,4657.75,30534.12,Paid
INV000701,O001709,2025-02-03,2025-02-18,12114.3,2180.57,14294.87,Partially Paid
INV000702,O000204,2025-06-19,2025-08-03,413281.09,74390.6,487671.69,Partially Paid
INV000703,O001341,2025-03-06,2025-04-05,319434.95,57498.29,376933.24,Open
INV000704,O002928,2025-10-02,2025-11-16,21502.64,3870.48,25373.12,Paid
INV000705,O002058,2025-07-30,2025-09-28,452126.79,81382.82,533509.62,Paid
INV000706,O001362,2025-08-02,2025-10-01,419948.05,75590.65,495538.7,Partially Paid
INV000707,O001541,2025-08-23,2025-09-07,338319.21,60897.46,399216.67,Partially Paid
INV000708,O000614,2026-02-20,2026-03-07,385397.48,69371.55,454769.03,Paid
INV000709,O002437,2025-10-01,2025-10-16,7893.18,1420.77,9313.95,Open
INV000710,O001935,2026-02-13,2026-04-14,88808.34,15985.5,104793.84,Partially Paid
INV000711,O001434,2026-01-28,2026-03-14,73151.21,13167.22,86318.43,Open
INV000712,O000034,2025-03-26,2025-04-25,36467.02,6564.06,43031.09,Open
INV000713,O001120,2025-06-22,2025-08-21,49574.14,8923.35,58497.49,Paid
INV000714,O000693,2025-02-04,2025-04-05,368296.21,66293.32,434589.53,Open
INV000715,O000736,2026-01-28,2026-03-14,22025.86,3964.65,25990.51,Open
INV000716,O001269,2025-07-11,2025-09-09,384809.66,69265.74,454075.4,Partially Paid
INV000717,O001642,2026-07-19,2026-08-03,154320.55,27777.7,182098.25,Partially Paid
INV000718,O001069,2025-09-28,2025-10-13,109686.22,19743.52,129429.74,Open
INV000719,O000234,2025-10-28,2025-11-12,7192.74,1294.69,8487.44,Paid
INV000720,O001585,2026-08-05,2026-08-20,287014.65,51662.64,338677.29,Open
INV000721,O001080,2026-05-07,2026-05-22,674286.47,121371.56,795658.03,Open
INV000722,O002049,2026-08-22,2026-09-06,14333.54,2580.04,16913.58,Partially Paid
INV000723,O002373,2026-03-28,2026-04-27,86099.12,15497.84,101596.96,Partially Paid
INV000724,O000450,2025-03-20,2025-05-04,10020.95,1803.77,11824.73,Partially Paid
INV000725,O002016,2026-01-17,2026-02-16,5116.72,921.01,6037.73,Open
INV000726,O001383,2026-03-25,2026-04-09,88241.22,15883.42,104124.64,Paid
INV000727,O001057,2025-11-18,2026-01-17,112567.89,20262.22,132830.11,Open
INV000728,O000434,2025-10-14,2025-11-13,33726.63,6070.79,39797.43,Open
INV000729,O002123,2026-04-28,2026-05-13,373697.58,67265.56,440963.14,Open
INV000730,O002348,2026-05-29,2026-07-28,240823.23,43348.18,284171.41,Partially Paid
INV000731,O002043,2026-02-04,2026-02-19,16166.62,2909.99,19076.61,Paid
INV000732,O002044,2025-08-26,2025-09-10,80609.97,14509.8,95119.77,Paid
INV000733,O000448,2026-06-20,2026-08-04,6242.78,1123.7,7366.48,Open
INV000734,O000475,2026-03-12,2026-04-26,365058.18,65710.47,430768.65,Open
INV000735,O001230,2026-02-10,2026-04-11,300003.91,54000.7,354004.61,Open
INV000736,O000398,2025-04-04,2025-05-04,122639.28,22075.07,144714.35,Partially Paid
INV000737,O001568,2026-08-16,2026-08-31,17881.25,3218.62,21099.87,Open
INV000738,O000228,2026-03-22,2026-05-21,4424,796.32,5220.32,Open
INV000739,O001512,2026-03-06,2026-04-05,129330.78,23279.54,152610.32,Paid
INV000740,O002591,2026-02-07,2026-04-08,6037.18,1086.69,7123.88,Paid
INV000741,O000310,2026-06-26,2026-08-25,28276.5,5089.77,33366.27,Open
INV000742,O002045,2026-02-28,2026-03-15,406750.01,73215,479965.01,Partially Paid
INV000743,O001353,2025-12-19,2026-01-03,180908.64,32563.56,213472.2,Open
INV000744,O001451,2026-08-12,2026-09-26,209201.2,37656.22,246857.41,Partially Paid
INV000745,O002008,2026-03-11,2026-04-10,158912.44,28604.24,187516.68,Paid
INV000746,O000173,2026-06-18,2026-08-17,17413.46,3134.42,20547.88,Partially Paid
INV000747,O002983,2026-03-20,2026-04-19,39662.88,7139.32,46802.2,Paid
INV000748,O001645,2025-06-25,2025-08-24,202528.57,36455.14,238983.72,Open
INV000749,O002015,2025-01-20,2025-02-19,5407.16,973.29,6380.44,Open
INV000750,O002247,2025-05-25,2025-07-09,503516.67,90633,594149.67,Open
INV000751,O001563,2026-06-02,2026-07-02,1774.14,319.35,2093.49,Partially Paid
INV000752,O001336,2025-07-20,2025-08-04,228392.58,41110.67,269503.25,Partially Paid
INV000753,O000192,2025-07-13,2025-09-11,7218.01,1299.24,8517.25,Paid
INV000754,O001076,2026-01-30,2026-03-16,140077.64,25213.98,165291.62,Partially Paid
INV000755,O002331,2026-01-02,2026-02-01,7926.14,1426.71,9352.84,Paid
INV000756,O001187,2026-02-19,2026-04-20,56698.71,10205.77,66904.48,Paid
INV000757,O000375,2025-06-30,2025-07-30,13399.64,2411.94,15811.58,Partially Paid
INV000758,O001225,2026-02-21,2026-04-22,77964.4,14033.59,91998,Paid
INV000759,O002866,2026-07-16,2026-07-31,44764.65,8057.64,52822.29,Open
INV000760,O000563,2025-10-21,2025-11-20,182207.93,32797.43,215005.36,Partially Paid
INV000761,O001068,2025-06-03,2025-07-03,43959.4,7912.69,51872.09,Open
INV000762,O000594,2026-05-23,2026-07-22,36928.42,6647.12,43575.53,Partially Paid
INV000763,O001657,2025-08-19,2025-10-18,8354.79,1503.86,9858.65,Partially Paid
INV000764,O002023,2026-05-21,2026-06-20,3799.14,683.85,4482.99,Paid
INV000765,O000077,2025-06-02,2025-07-02,337482.97,60746.93,398229.9,Partially Paid
INV000766,O002601,2026-04-30,2026-05-15,23123.63,4162.25,27285.88,Paid
INV000767,O002207,2025-03-14,2025-04-13,291860.93,52534.97,344395.89,Partially Paid
INV000768,O000249,2025-02-28,2025-03-15,15265.34,2747.76,18013.11,Partially Paid
INV000769,O001420,2025-10-11,2025-10-26,436318.24,78537.28,514855.52,Paid
INV000770,O000179,2026-07-09,2026-08-23,27144.43,4886,32030.43,Partially Paid
INV000771,O000266,2025-06-19,2025-08-18,229647.96,41336.63,270984.59,Open
INV000772,O001346,2026-07-30,2026-09-28,185021.89,33303.94,218325.83,Open
INV000773,O000508,2025-05-21,2025-07-05,220915.81,39764.85,260680.66,Open
INV000774,O000932,2025-02-02,2025-03-04,33833.7,6090.07,39923.77,Partially Paid
INV000775,O001796,2025-01-09,2025-03-10,9080.16,1634.43,10714.58,Open
INV000776,O002097,2026-01-02,2026-03-03,25380.75,4568.53,29949.28,Open
INV000777,O001701,2025-01-05,2025-02-19,339642.65,61135.68,400778.32,Open
INV000778,O002949,2026-03-29,2026-05-28,159694.07,28744.93,188439.01,Paid
INV000779,O001683,2026-06-24,2026-07-09,346165.95,62309.87,408475.82,Partially Paid
INV000780,O002897,2025-02-09,2025-02-24,32456.78,5842.22,38299,Partially Paid
INV000781,O001033,2026-07-17,2026-08-01,30616.63,5510.99,36127.62,Paid
INV000782,O001820,2025-10-26,2025-11-10,196883.5,35439.03,232322.52,Partially Paid
INV000783,O000177,2026-06-02,2026-07-17,35630.21,6413.44,42043.65,Paid
INV000784,O001202,2025-04-30,2025-05-15,91690.16,16504.23,108194.39,Partially Paid
INV000785,O002682,2025-12-08,2026-01-07,182962.84,32933.31,215896.15,Paid
INV000786,O002822,2025-03-31,2025-04-15,119535.13,21516.32,141051.45,Paid
INV000787,O000258,2026-01-03,2026-01-18,279439.16,50299.05,329738.21,Paid
INV000788,O001684,2025-11-08,2025-11-23,218885.24,39399.34,258284.58,Partially Paid
INV000789,O002887,2025-11-18,2025-12-18,44963.65,8093.46,53057.11,Paid
INV000790,O000477,2025-05-14,2025-05-29,87680.42,15782.48,103462.89,Open
INV000791,O001208,2025-03-14,2025-05-13,322407.9,58033.42,380441.32,Paid
INV000792,O002293,2025-09-24,2025-11-23,229057.46,41230.34,270287.81,Paid
INV000794,O002366,2026-01-05,2026-02-04,267264.24,48107.56,315371.8,Partially Paid
INV000795,O001566,2025-12-10,2026-01-24,43787.31,7881.72,51669.03,Partially Paid
INV000796,O000322,2026-02-27,2026-04-13,168451.63,30321.29,198772.92,Open
INV000797,O002931,2025-03-23,2025-05-22,436541.25,78577.43,515118.68,Open
INV000798,O000044,2025-03-04,2025-04-03,109142.1,19645.58,128787.67,Paid
INV000799,O000181,2026-07-26,2026-09-24,25037.26,4506.71,29543.96,Paid
INV000800,O001758,2026-08-14,2026-09-13,74563.43,13421.42,87984.85,Paid
INV000801,O002191,2026-07-29,2026-09-12,22662.73,4079.29,26742.03,Partially Paid
INV000802,O000319,2026-05-23,2026-06-22,35086.72,6315.61,41402.33,Partially Paid
INV000803,O001085,2026-06-16,2026-07-01,336628.19,60593.07,397221.27,Open
INV000804,O000901,2026-07-13,2026-07-28,3307.69,595.39,3903.08,Open
INV000805,O001745,2025-01-16,2025-01-31,193235.17,34782.33,228017.51,Open
INV000806,O002732,2026-06-20,2026-07-20,268321.93,48297.95,316619.88,Open
INV000807,O002291,2025-07-09,2025-07-24,146144.7,26306.05,172450.75,Partially Paid
INV000808,O002525,2025-05-27,2025-07-26,34372.94,6187.13,40560.06,Paid
INV000809,O000925,2025-06-13,2025-07-28,202765.66,36497.82,239263.47,Open
INV000810,O001915,2025-09-29,2025-10-14,396720.86,71409.75,468130.62,Paid
INV000811,O001604,2025-06-12,2025-07-27,118200.23,21276.04,139476.27,Partially Paid
INV000812,O002213,2026-08-18,2026-10-02,260140.35,46825.26,306965.62,Partially Paid
INV000813,O000430,2025-07-09,2025-07-24,224162.42,40349.23,264511.65,Paid
INV000814,O000195,2026-08-10,2026-09-09,14532.05,2615.77,17147.81,Paid
INV000815,O001282,2026-04-01,2026-05-31,34645.98,6236.28,40882.26,Open
INV000816,O001031,2025-10-08,2025-10-23,1423.38,256.21,1679.59,Open
INV000817,O000498,2025-05-16,2025-06-15,273202.51,49176.45,322378.96,Partially Paid
INV000818,O001881,2026-05-04,2026-06-18,113284.73,20391.25,133675.98,Partially Paid
INV000819,O000343,2026-06-01,2026-07-16,21970,3954.6,25924.6,Paid
INV000820,O001321,2025-08-04,2025-09-03,464861.47,83675.06,548536.54,Open
INV000821,O000155,2026-04-08,2026-05-23,33599.43,6047.9,39647.33,Open
INV000822,O000120,2025-12-03,2025-12-18,31913.24,5744.38,37657.62,Open
INV000823,O002835,2025-11-02,2026-01-01,12047.28,2168.51,14215.79,Paid
INV000824,O002795,2025-09-05,2025-10-20,47364.52,8525.61,55890.14,Open
INV000825,O000057,2026-03-19,2026-05-18,56872.35,10237.02,67109.37,Open
INV000826,O000330,2026-07-06,2026-07-21,188912.86,34004.31,222917.17,Partially Paid
INV000827,O001873,2025-12-08,2026-02-06,241612.61,43490.27,285102.88,Partially Paid
INV000828,O001425,2025-09-06,2025-09-21,124875.96,22477.67,147353.64,Partially Paid
INV000829,O002743,2025-07-23,2025-08-07,225864.93,40655.69,266520.62,Open
INV000830,O000025,2026-09-01,2026-10-31,8343.17,1501.77,9844.94,Partially Paid
INV000831,O002208,2025-12-18,2026-01-17,46873.26,8437.19,55310.45,Paid
INV000832,O001839,2025-05-03,2025-05-18,354266.55,63767.98,418034.53,Open
INV000833,O001939,2026-03-16,2026-05-15,6012.41,1082.23,7094.64,Partially Paid
INV000834,O001026,2026-06-24,2026-08-23,724.2,130.36,854.55,Open
INV000835,O000734,2026-01-26,2026-03-12,4886.91,879.64,5766.56,Partially Paid
INV000836,O002077,2026-08-08,2026-09-07,141333.65,25440.06,166773.71,Partially Paid
INV000837,O001164,2025-08-30,2025-10-14,22053.66,3969.66,26023.32,Partially Paid
INV000838,O001507,2026-07-21,2026-09-04,138364.86,24905.68,163270.54,Paid
INV000839,O001486,2025-02-17,2025-04-03,35271.09,6348.8,41619.88,Partially Paid
INV000840,O001871,2026-04-20,2026-05-20,274474.22,49405.36,323879.58,Partially Paid
INV000841,O001790,2025-07-22,2025-08-21,27751.47,4995.26,32746.74,Partially Paid
INV000842,O002641,2026-02-08,2026-02-23,13061.18,2351.01,15412.19,Partially Paid
INV000843,O001753,2026-04-10,2026-06-09,687637.45,123774.74,811412.19,Open
INV000844,O001980,2025-01-15,2025-02-14,40400.16,7272.03,47672.19,Open
INV000845,O001976,2025-12-29,2026-02-12,18503.55,3330.64,21834.19,Partially Paid
INV000846,O000188,2025-03-28,2025-04-12,47611.01,8569.98,56180.99,Paid
INV000847,O001776,2025-06-22,2025-07-07,96848.04,17432.65,114280.68,Paid
INV000848,O002158,2025-08-18,2025-10-17,305393.57,54970.84,360364.41,Open
INV000849,O002000,2026-07-19,2026-08-18,418207.76,75277.4,493485.16,Open
INV000850,O000538,2025-05-24,2025-06-08,30874.73,5557.45,36432.18,Open
INV000851,O002858,2026-07-16,2026-08-30,56749.47,10214.9,66964.37,Paid
INV000852,O002271,2025-04-04,2025-05-04,14032.03,2525.76,16557.79,Open
INV000853,O002328,2026-03-13,2026-03-28,374757.75,67456.39,442214.14,Paid
INV000854,O000953,2026-04-23,2026-06-07,159100.75,28638.13,187738.88,Open
INV000855,O002856,2025-07-03,2025-08-02,123795,22283.1,146078.1,Open
INV000856,O000481,2025-10-02,2025-10-17,195308.8,35155.58,230464.39,Partially Paid
INV000857,O001061,2026-06-12,2026-08-11,181784.54,32721.22,214505.76,Paid
INV000858,O000841,2026-05-20,2026-06-04,68166.49,12269.97,80436.45,Open
INV000859,O002203,2025-12-09,2026-01-23,251423.33,45256.2,296679.53,Paid
INV000860,O002308,2025-07-01,2025-07-16,244830.77,44069.54,288900.31,Partially Paid
INV000861,O000454,2025-11-10,2025-12-10,83334.39,15000.19,98334.58,Paid
INV000862,O001485,2026-03-01,2026-04-30,249889.14,44980.05,294869.18,Paid
INV000863,O002490,2025-01-27,2025-03-28,356408.19,64153.47,420561.66,Partially Paid
INV000864,O001854,2025-11-23,2026-01-22,11582.77,2084.9,13667.67,Partially Paid
INV000865,O000724,2026-02-09,2026-03-11,46811.03,8425.99,55237.01,Partially Paid
INV000866,O001490,2025-09-08,2025-10-23,13589.13,2446.04,16035.17,Partially Paid
INV000867,O001988,2026-04-04,2026-05-04,17430.12,3137.42,20567.54,Partially Paid
INV000868,O002406,2025-07-26,2025-09-24,100512.38,18092.23,118604.61,Paid
INV000869,O000804,2025-08-09,2025-09-23,322824,58108.32,380932.32,Paid
INV000870,O001732,2026-04-13,2026-05-28,7357.89,1324.42,8682.32,Open
INV000871,O001900,2026-06-05,2026-06-20,85011.19,15302.01,100313.21,Open
INV000872,O001149,2025-11-29,2026-01-13,202098.87,36377.8,238476.66,Paid
INV000873,O000223,2025-08-01,2025-09-15,33991.84,6118.53,40110.37,Partially Paid
INV000874,O002423,2026-03-14,2026-05-13,32911.38,5924.05,38835.43,Partially Paid
INV000875,O002954,2026-02-01,2026-04-02,147435.27,26538.35,173973.62,Paid
INV000876,O000185,2025-12-25,2026-01-24,626296.39,112733.35,739029.74,Open
INV000877,O001415,2025-07-23,2025-09-06,282611.09,50870,333481.09,Paid
INV000878,O001097,2025-05-30,2025-07-14,195089.32,35116.08,230205.4,Partially Paid
INV000879,O001174,2026-01-22,2026-02-21,116018.62,20883.35,136901.97,Paid
INV000880,O001906,2025-11-05,2025-12-05,23867.68,4296.18,28163.87,Partially Paid
INV000881,O001602,2026-01-24,2026-03-10,11526.21,2074.72,13600.93,Paid
INV000882,O002179,2025-01-04,2025-02-18,40825.57,7348.6,48174.17,Partially Paid
INV000883,O000372,2025-09-12,2025-10-27,154197,27755.46,181952.46,Partially Paid
INV000884,O000723,2026-06-11,2026-07-11,31877.81,5738.01,37615.81,Partially Paid
INV000885,O000677,2025-02-23,2025-03-25,301721.53,54309.88,356031.41,Paid
INV000886,O001402,2026-02-01,2026-02-16,15456.18,2782.11,18238.29,Partially Paid
INV000887,O001659,2025-02-06,2025-03-23,13469.18,2424.45,15893.64,Paid
INV000888,O000529,2026-02-14,2026-03-16,24996.35,4499.34,29495.69,Partially Paid
INV000889,O000250,2025-04-08,2025-06-07,249312.81,44876.3,294189.11,Paid
INV000890,O000886,2025-06-21,2025-07-06,38739.38,6973.09,45712.46,Paid
INV000891,O002278,2025-09-28,2025-11-12,212944.15,38329.95,251274.09,Partially Paid
INV000892,O000394,2025-12-26,2026-01-10,69058.58,12430.54,81489.13,Paid
INV000893,O000060,2026-06-16,2026-07-31,38580.85,6944.55,45525.4,Partially Paid
INV000894,O000157,2025-10-18,2025-11-02,854686.86,153843.64,1008530.5,Open
INV000895,O000610,2026-03-06,2026-04-05,42427.06,7636.87,50063.93,Partially Paid
INV000896,O002489,2026-05-23,2026-07-07,363584.19,65445.15,429029.34,Open
INV000897,O002011,2026-04-30,2026-05-15,225498.74,40589.77,266088.52,Paid
INV000898,O000158,2025-06-14,2025-08-13,93309.48,16795.71,110105.19,Partially Paid
INV000899,O002313,2025-07-02,2025-07-17,148047.81,26648.61,174696.42,Partially Paid
INV000900,O001653,2026-02-16,2026-04-02,35752.67,6435.48,42188.15,Partially Paid
INV000901,O000690,2026-05-16,2026-07-15,714815.98,128666.88,843482.85,Paid
INV000902,O000194,2025-05-05,2025-07-04,153721.03,27669.79,181390.82,Open
INV000903,O001632,2026-04-24,2026-06-08,234887.13,42279.68,277166.81,Paid
INV000904,O000987,2026-02-19,2026-03-06,6568.4,1182.31,7750.71,Partially Paid
INV000905,O002796,2026-01-26,2026-02-10,24695.03,4445.11,29140.14,Open
INV000906,O000256,2026-06-15,2026-06-30,210943.11,37969.76,248912.87,Paid
INV000907,O000928,2026-06-14,2026-06-29,39416.24,7094.92,46511.16,Paid
INV000908,O001523,2025-05-07,2025-06-06,21545.52,3878.19,25423.71,Paid
INV000909,O001381,2026-02-15,2026-04-16,37463.25,6743.38,44206.63,Paid
INV000910,O001441,2026-02-08,2026-02-23,44054.63,7929.83,51984.47,Partially Paid
INV000911,O000433,2026-07-15,2026-08-14,181771.15,32718.81,214489.95,Open
INV000912,O001303,2025-01-31,2025-04-01,58912.03,10604.16,69516.19,Paid
INV000913,O000505,2026-05-31,2026-07-30,209507.04,37711.27,247218.3,Paid
INV000914,O002190,2025-10-06,2025-11-20,5054.11,909.74,5963.85,Paid
INV000915,O001795,2025-12-11,2026-01-25,30679.39,5522.29,36201.68,Partially Paid
INV000916,O001552,2025-04-07,2025-04-22,96583.77,17385.08,113968.85,Open
INV000917,O002523,2025-05-07,2025-05-22,418549.89,75338.98,493888.88,Open
INV000918,O001785,2026-05-07,2026-06-21,52551.9,9459.34,62011.24,Paid
INV000919,O001694,2026-08-10,2026-08-25,78813.52,14186.43,92999.95,Open
INV000920,O000622,2025-11-23,2025-12-23,17620.15,3171.63,20791.78,Open
INV000921,O001663,2025-01-11,2025-02-25,277927.62,50026.97,327954.59,Open
INV000922,O001423,2025-01-05,2025-01-20,22508.47,4051.53,26560,Paid
INV000923,O001625,2025-06-23,2025-07-23,27234.87,4902.28,32137.15,Open
INV000924,O000790,2025-01-20,2025-03-06,192773.73,34699.27,227473,Open
INV000925,O001581,2025-10-07,2025-11-21,229254.53,41265.82,270520.35,Open
INV000926,O002128,2026-03-05,2026-04-19,137531.19,24755.61,162286.8,Open
INV000927,O000544,2026-07-24,2026-08-08,253272.85,45589.11,298861.96,Open
INV000928,O001474,2025-12-14,2026-02-12,5461.51,983.07,6444.58,Paid
INV000929,O002916,2025-08-13,2025-09-27,739.11,133.04,872.15,Partially Paid
INV000930,O001539,2026-04-08,2026-04-23,38266.71,6888.01,45154.72,Open
INV000931,O002152,2026-05-07,2026-06-21,5216.99,939.06,6156.05,Paid
INV000932,O000771,2025-05-11,2025-06-10,26876.52,4837.77,31714.3,Open
INV000933,O000592,2025-10-01,2025-11-15,2535.08,456.31,2991.39,Paid
INV000934,O002233,2026-03-03,2026-05-02,106317.48,19137.15,125454.63,Partially Paid
INV000935,O002812,2026-08-07,2026-10-06,247807.78,44605.4,292413.18,Open
INV000936,O002578,2025-02-05,2025-03-22,364926.95,65686.85,430613.8,Partially Paid
INV000937,O001337,2025-01-27,2025-02-11,195845.24,35252.14,231097.38,Open
INV000938,O001131,2025-10-01,2025-11-30,27936.18,5028.51,32964.69,Paid
INV000939,O002585,2025-04-19,2025-05-04,260610.24,46909.84,307520.08,Paid
INV000940,O002871,2025-01-21,2025-02-20,501365.67,90245.82,591611.48,Partially Paid
INV000941,O000081,2025-05-24,2025-06-08,15079.1,2714.24,17793.33,Partially Paid
INV000942,O002919,2026-02-12,2026-03-29,102484.89,18447.28,120932.16,Open
INV000943,O001099,2025-12-16,2026-02-14,32293.67,5812.86,38106.53,Partially Paid
INV000944,O002584,2025-04-13,2025-04-28,44207.59,7957.37,52164.95,Partially Paid
INV000945,O002807,2026-02-18,2026-04-19,378267.94,68088.23,446356.17,Open
INV000946,O001897,2025-04-03,2025-04-18,101013.71,18182.47,119196.18,Open
INV000947,O000837,2026-09-03,2026-10-03,25824.28,4648.37,30472.65,Partially Paid
