Order_ID,Order_Date,Customer_ID,Employee_ID,Region_ID,Order_Status,Order_Channel
O000437,2025-11-03,C00038,E0014,R005,Delivered,Direct Sales
O000438,2025-10-12,C00566,E0015,R008,Delivered,Distributor
O000439,2025-09-24,C00077,E0037,R004,Delivered,Direct Sales
O000440,2025-09-18,C00410,E0031,R001,Delivered,Direct Sales
O000441,2025-10-03,C00549,E0015,R008,Delivered,Marketplace
O000442,2026-03-06,C00578,E0034,R001,Delivered,Marketplace
O000443,2025-09-11,C00445,E0026,R006,Delivered,Marketplace
O000444,2026-07-16,C00128,E0036,R004,Delivered,Online
O000445,2025-12-08,C00338,E0006,R002,Delivered,Direct Sales
O000446,2025-04-11,C00232,E0019,R002,Delivered,Direct Sales
O000447,2025-06-29,C00388,E0007,R002,Processing,Marketplace
O000448,2026-08-09,C00502,E0007,R002,Delivered,Marketplace
O000449,2025-11-22,C00102,E0004,R008,Delivered,Direct Sales
O000450,2026-05-04,C00354,E0036,R004,Cancelled,Direct Sales
O000451,2025-05-10,C00266,E0001,R002,Delivered,Distributor
O000452,2026-01-15,C00582,E0019,R002,Delivered,Distributor
O000453,2025-12-29,C00469,E0013,R004,Shipped,Marketplace
O000454,2025-11-09,C00283,E0029,R006,Delivered,Marketplace
O000455,2025-03-23,C00417,E0022,R003,Delivered,Direct Sales
O000456,2025-03-28,C00096,E0012,R004,Delivered,Distributor
O000457,2026-05-07,C00011,E0029,R006,Shipped,Online
O000458,2025-01-08,C00416,E0001,R002,Delivered,Marketplace
O000459,2026-04-05,C00251,E0035,R002,Delivered,Direct Sales
O000460,2025-05-17,C00180,E0005,R005,Processing,Marketplace
O000461,2026-01-24,C00053,E0029,R006,Delivered,Marketplace
O000462,2026-07-07,C00116,E0023,R004,Delivered,Marketplace
O000463,2025-09-29,C00307,E0032,R001,Delivered,Online
O000464,2025-11-09,C00583,E0027,R008,Processing,Online
O000465,2025-02-28,C00475,E0041,R002,Delivered,Online
O000466,2025-12-29,C00472,E0023,R004,Delivered,Online
O000467,2025-12-30,C00359,E0013,R004,Delivered,Online
O000468,2025-03-28,C00442,E0033,R008,Processing,Direct Sales
O000469,2025-01-08,C00421,E0009,R002,Delivered,Marketplace
O000470,2026-01-19,C00232,E0032,R001,Delivered,Marketplace
O000471,2025-04-22,C00439,E0013,R004,Shipped,Distributor
O000472,2026-03-21,C00166,E0010,R004,Delivered,Marketplace
O000473,2025-10-19,C00204,E0009,R002,Delivered,Direct Sales
O000474,2025-02-02,C00405,E0028,R006,Delivered,Direct Sales
O000475,2026-03-08,C00491,E0019,R002,Shipped,Distributor
O000476,2026-05-29,C00131,E0022,R003,Delivered,Direct Sales
O000477,2025-05-10,C00113,E0007,R002,Delivered,Marketplace
O000478,2025-02-23,C00513,E0001,R002,Delivered,Distributor
O000479,2025-10-24,C00009,E0029,R006,Delivered,Distributor
O000480,2025-06-06,C00085,E0029,R006,Processing,Direct Sales
O000481,2025-09-27,C00256,E0019,R002,Delivered,Distributor
O000482,2026-05-30,C00204,E0032,R001,Cancelled,Direct Sales
O000483,2025-08-23,C00194,E0039,R005,Delivered,Direct Sales
O000484,2025-07-16,C00411,E0003,R001,Delivered,Distributor
O000485,2025-04-04,C00019,E0041,R002,Delivered,Distributor
O000486,2025-08-25,C00418,E0035,R002,Delivered,Marketplace
O000487,2026-06-07,C00437,E0032,R001,Delivered,Online
O000488,2026-01-08,C00312,E0009,R002,Delivered,Marketplace
O000489,2025-02-18,C00429,E0017,R002,Delivered,Online
O000490,2025-08-06,C00001,E0004,R008,Delivered,Distributor
O000491,2026-03-18,C00287,E0040,R005,Delivered,Marketplace
O000492,2025-11-08,C00504,E0025,R004,Delivered,Online
O000493,2025-12-06,C00014,E0037,R004,Delivered,Marketplace
O000494,2025-09-01,C00542,E0040,R005,Delivered,Direct Sales
O000495,2025-04-19,C00599,E0026,R006,Delivered,Online
O000496,2025-07-17,C00043,E0039,R005,Shipped,Online
O000497,2025-11-05,C00077,E0036,R004,Shipped,Direct Sales
O000498,2025-05-11,C00547,E0011,R008,Delivered,Distributor
O000499,2026-01-10,C00564,E0018,R003,Shipped,Online
O000500,2026-03-06,C00447,E0005,R005,Processing,Online
O000501,2025-05-13,C00171,E0040,R005,Delivered,Online
O000502,2026-02-12,C00580,E0004,R008,Shipped,Online
O000503,2026-07-30,C00170,E0030,R003,Delivered,Distributor
O000504,2025-01-04,C00279,E0015,R008,Delivered,Direct Sales
O000505,2026-05-31,C00010,E0034,R001,Processing,Marketplace
O000506,2025-10-02,C00311,E0016,R002,Processing,Online
O000507,2026-07-01,C00176,E0016,R002,Delivered,Marketplace
O000508,2025-05-17,C00041,E0011,R008,Delivered,Online
O000509,2025-01-02,C00255,E0015,R008,Delivered,Marketplace
O000510,2025-05-17,C00333,E0006,R002,Delivered,Marketplace
O000511,2025-12-31,C00333,E0004,R008,Delivered,Marketplace
O000512,2026-07-05,C00181,E0018,R003,Cancelled,Online
O000513,2026-03-29,C00392,E0018,R003,Delivered,Marketplace
O000514,2025-06-09,C00276,E0015,R008,Shipped,Direct Sales
O000515,2026-05-06,C00445,E0025,R004,Delivered,Distributor
O000516,2025-06-30,C00186,E0031,R001,Delivered,Distributor
O000517,2025-11-14,C00185,E0020,R001,Delivered,Direct Sales
O000518,2025-03-13,C00404,E0040,R005,Delivered,Online
O000519,2026-02-17,C00437,E0017,R002,Delivered,Direct Sales
O000521,2025-05-16,C00113,E0001,R002,Delivered,Online
O000522,2025-01-10,C00275,E0011,R008,Delivered,Marketplace
O000523,2026-05-07,C00088,E0014,R005,Cancelled,Distributor
O000524,2026-05-06,C00168,E0021,R001,Delivered,Direct Sales
O000525,2026-07-11,C00058,E0036,R004,Delivered,Online
O000526,2025-04-16,C00046,E0007,R002,Processing,Distributor
O000527,2025-01-25,C00146,E0001,R002,Delivered,Distributor
O000528,2025-10-21,C00395,E0011,R008,Delivered,Distributor
O000529,2025-04-23,C00116,E0033,R008,Delivered,Online
O000530,2025-12-08,C00289,E0024,R002,Delivered,Marketplace
O000531,2025-07-02,C00087,E0003,R001,Delivered,Marketplace
O000532,2025-11-05,C00186,E0029,R006,Cancelled,Marketplace
O000533,2026-05-27,C00357,E0007,R002,Delivered,Marketplace
O000534,2025-05-31,C00079,E0001,R002,Delivered,Direct Sales
O000535,2025-03-10,C00400,E0030,R003,Delivered,Distributor
O000536,2025-11-27,C00286,E0011,R008,Delivered,Direct Sales
O000537,2026-05-22,C00395,E0024,R002,Delivered,Distributor
O000538,2025-05-22,C00424,E0040,R005,Delivered,Distributor
O000539,2026-07-06,C00429,E0037,R004,Processing,Distributor
O000540,2026-01-29,C00546,E0036,R004,Delivered,Distributor
O000541,2025-03-31,C00540,E0038,R002,Delivered,Marketplace
O000542,2026-01-07,C00003,E0015,R008,Processing,Distributor
O000543,2025-12-24,C00137,E0009,R002,Delivered,Direct Sales
O000544,2026-07-19,C00302,E0031,R001,Delivered,Direct Sales
O000545,2025-05-22,C00216,E0016,R002,Delivered,Direct Sales
O000546,2026-01-16,C00387,E0002,R002,Delivered,Online
O000547,2025-06-11,C00596,E0005,R005,Delivered,Direct Sales
O000548,2025-09-08,C00375,E0011,R008,Delivered,Online
O000549,2025-07-06,C00583,E0028,R006,Shipped,Direct Sales
O000550,2026-02-26,C00541,E0021,R001,Delivered,Distributor
O000551,2025-06-09,C00014,E0020,R001,Delivered,Online
O000552,2025-01-12,C00178,E0034,R001,Delivered,Distributor
O000553,2026-08-09,C00466,E0037,R004,Processing,Marketplace
O000554,2025-10-06,C00233,E0029,R006,Delivered,Distributor
O000555,2025-02-27,C00129,E0015,R008,Delivered,Distributor
O000556,2026-04-25,C00189,E0037,R004,Shipped,Marketplace
O000557,2025-02-25,C00415,E0026,R006,Delivered,Distributor
O000558,2025-04-17,C00200,E0019,R002,Delivered,Marketplace
O000559,2025-10-16,C00344,E0002,R002,Delivered,Online
O000560,2025-11-13,C00067,E0015,R008,Delivered,Direct Sales
O000561,2025-03-29,C00034,E0017,R002,Cancelled,Online
O000562,2025-02-19,C00578,E0032,R001,Delivered,Online
O000563,2025-10-17,C00317,E0001,R002,Delivered,Direct Sales
O000564,2025-05-13,C00323,E0027,R008,Delivered,Marketplace
O000565,2026-05-30,C00418,E0034,R001,Delivered,Online
O000566,2025-10-25,C00392,E0032,R001,Delivered,Direct Sales
O000567,2025-08-26,C00475,E0006,R002,Delivered,Direct Sales
O000568,2026-04-04,C00165,E0034,R001,Delivered,Marketplace
O000569,2025-02-10,C00298,E0025,R004,Delivered,Direct Sales
O000570,2025-06-06,C00214,E0041,R002,Cancelled,Distributor
O000571,2025-11-13,C00100,E0001,R002,Processing,Online
O000572,2025-11-18,C00511,E0007,R002,Delivered,Marketplace
O000573,2026-08-14,C00166,E0005,R005,Delivered,Marketplace
O000574,2026-04-17,C00092,E0005,R005,Delivered,Distributor
O000575,2025-05-07,C00263,E0030,R003,Cancelled,Distributor
O000576,2026-02-15,C00041,E0025,R004,Delivered,Direct Sales
O000577,2026-01-18,C00452,E0025,R004,Delivered,Distributor
O000578,2025-02-13,C00519,E0030,R003,Cancelled,Online
O000579,2025-06-08,C00251,E0037,R004,Delivered,Marketplace
O000580,2025-03-16,C00385,E0012,R004,Delivered,Distributor
O000581,2026-04-23,C00474,E0006,R002,Shipped,Distributor
O000582,2025-04-21,C00112,E0006,R002,Delivered,Distributor
O000583,2025-03-08,C00205,E0027,R008,Delivered,Marketplace
O000584,2025-04-28,C00498,E0015,R008,Delivered,Distributor
O000585,2026-04-27,C00040,E0036,R004,Delivered,Direct Sales
O000586,2026-01-25,C00328,E0038,R002,Delivered,Marketplace
O000587,2025-02-25,C00441,E0032,R001,Delivered,Online
O000588,2025-06-30,C00434,E0019,R002,Delivered,Direct Sales
O000589,2025-03-25,C00071,E0019,R002,Delivered,Distributor
O000590,2025-09-23,C00430,E0035,R002,Delivered,Online
O000591,2025-11-01,C00095,E0029,R006,Delivered,Direct Sales
O000592,2026-05-02,C00358,E0028,R006,Processing,Direct Sales
O000593,2025-01-11,C00448,E0024,R002,Processing,Direct Sales
O000594,2025-11-28,C00080,E0039,R005,Delivered,Online
O000595,2026-05-27,C00155,E0031,R001,Delivered,Online
O000596,2026-04-07,C00417,E0018,R003,Delivered,Distributor
O000597,2025-08-12,C00593,E0007,R002,Delivered,Distributor
O000598,2025-08-10,C00560,E0012,R004,Delivered,Direct Sales
O000599,2026-01-15,C00196,E0038,R002,Delivered,Online
O000600,2026-05-27,C00310,E0021,R001,Shipped,Distributor
O000601,2026-07-10,C00421,E0024,R002,Delivered,Marketplace
O000602,2026-03-15,C00117,E0013,R004,Delivered,Direct Sales
O000603,2026-07-10,C00567,E0040,R005,Delivered,Distributor
O000604,2025-04-12,C00292,E0029,R006,Delivered,Online
O000605,2025-04-17,C00092,E0002,R002,Shipped,Online
O000606,2025-10-24,C00455,E0034,R001,Delivered,Direct Sales
O000607,2025-04-28,C00229,E0031,R001,Delivered,Distributor
O000608,2026-02-27,C00128,E0024,R002,Delivered,Online
O000609,2025-10-02,C00384,E0016,R002,Delivered,Marketplace
O000610,2026-03-01,C00425,E0017,R002,Delivered,Online
O000611,2026-06-16,C00027,E0011,R008,Cancelled,Marketplace
O000612,2025-09-05,C00344,E0012,R004,Processing,Distributor
O000613,2025-02-22,C00198,E0041,R002,Cancelled,Distributor
O000614,2026-02-17,C00132,E0026,R006,Delivered,Direct Sales
O000615,2025-05-10,C00448,E0016,R002,Processing,Online
O000616,2026-07-21,C00591,E0027,R008,Delivered,Marketplace
O000617,2025-01-27,C00209,E0006,R002,Delivered,Online
O000618,2026-08-09,C00157,E0002,R002,Delivered,Online
O000619,2025-07-11,C00134,E0031,R001,Delivered,Direct Sales
O000620,2026-01-23,C00305,E0014,R005,Delivered,Online
O000621,2025-01-24,C00282,E0006,R002,Cancelled,Online
O000622,2025-04-20,C00114,E0031,R001,Delivered,Marketplace
O000623,2025-03-21,C00269,E0013,R004,Shipped,Marketplace
O000624,2026-05-18,C00213,E0027,R008,Delivered,Distributor
O000625,2025-08-04,C00076,E0033,R008,Delivered,Distributor
O000626,2025-07-04,C00322,E0030,R003,Delivered,Online
O000627,2025-05-01,C00183,E0038,R002,Delivered,Marketplace
O000628,2025-06-12,C00496,E0041,R002,Processing,Marketplace
O000629,2026-07-03,C00125,E0014,R005,Delivered,Direct Sales
O000630,2025-08-11,C00222,E0025,R004,Delivered,Marketplace
O000631,2025-05-10,C00142,E0016,R002,Delivered,Marketplace
O000632,2025-12-23,C00494,E0014,R005,Processing,Marketplace
O000633,2026-06-09,C00479,E0033,R008,Delivered,Direct Sales
O000634,2025-10-15,C00257,E0013,R004,Delivered,Online
O000635,2025-06-19,C00598,E0039,R005,Delivered,Distributor
O000636,2025-10-06,C00444,E0030,R003,Delivered,Online
O000637,2026-08-04,C00393,E0029,R006,Delivered,Marketplace
O000638,2025-02-04,C00066,E0030,R003,Processing,Marketplace
O000639,2026-02-12,C00420,E0020,R001,Delivered,Online
O000640,2025-07-10,C00185,E0022,R003,Delivered,Direct Sales
O000641,2026-01-16,C00075,E0015,R008,Delivered,Marketplace
O000642,2025-01-12,C00126,E0001,R002,Delivered,Direct Sales
O000643,2025-08-27,C00477,E0038,R002,Processing,Online
O000644,2026-06-24,C00395,E0020,R001,Delivered,Online
O000645,2026-08-11,C00575,E0019,R002,Delivered,Distributor
O000646,2025-07-21,C00326,E0022,R003,Delivered,Distributor
O000647,2026-03-08,C00511,E0003,R001,Delivered,Online
O000648,2026-08-29,C00464,E0012,R004,Delivered,Direct Sales
O000649,2025-01-19,C00591,E0002,R002,Cancelled,Online
O000650,2026-02-17,C00473,E0020,R001,Delivered,Online
O000651,2026-04-27,C00346,E0002,R002,Delivered,Distributor
O000652,2025-12-21,C00309,E0019,R002,Delivered,Online
O000653,2025-02-18,C00570,E0022,R003,Delivered,Marketplace
O000654,2026-01-18,C00466,E0033,R008,Cancelled,Online
O000655,2025-01-11,C00030,E0016,R002,Delivered,Online
O000656,2025-06-24,C00331,E0029,R006,Delivered,Direct Sales
O000657,2025-02-23,C00378,E0036,R004,Delivered,Online
O000658,2025-03-18,C00114,E0004,R008,Delivered,Marketplace
O000659,2025-05-22,C00389,E0019,R002,Cancelled,Distributor
O000660,2025-06-01,C00123,E0010,R004,Cancelled,Distributor
O000661,2026-08-15,C00458,E0009,R002,Shipped,Distributor
O000662,2025-08-20,C00288,E0022,R003,Delivered,Marketplace
O000663,2026-07-26,C00304,E0006,R002,Delivered,Direct Sales
O000664,2025-03-03,C00080,E0005,R005,Delivered,Online
O000665,2025-07-12,C00222,E0031,R001,Shipped,Online
O000666,2025-11-16,C00349,E0015,R008,Shipped,Direct Sales
O000667,2025-08-13,C00517,E0007,R002,Delivered,Distributor
O000668,2026-02-14,C00464,E0041,R002,Delivered,Online
O000669,2025-11-11,C00285,E0029,R006,Cancelled,Online
O000670,2025-04-23,C00151,E0031,R001,Delivered,Online
O000671,2025-01-30,C00472,E0013,R004,Shipped,Distributor
O000672,2026-07-18,C00361,E0018,R003,Delivered,Marketplace
O000673,2026-02-11,C00442,E0015,R008,Processing,Distributor
O000674,2026-03-28,C00521,E0023,R004,Delivered,Marketplace
O000675,2026-03-09,C00101,E0004,R008,Delivered,Marketplace
O000676,2025-10-10,C00194,E0027,R008,Processing,Distributor
O000677,2025-02-21,C00532,E0029,R006,Delivered,Online
O000678,2025-02-06,C00225,E0009,R002,Cancelled,Marketplace
O000679,2025-10-10,C00245,E0005,R005,Delivered,Distributor
O000680,2025-08-14,C00402,E0027,R008,Delivered,Distributor
O000681,2025-12-22,C00211,E0012,R004,Delivered,Marketplace
O000682,2026-05-31,C00004,E0007,R002,Cancelled,Distributor
O000683,2025-11-19,C00313,E0017,R002,Delivered,Direct Sales
O000684,2025-05-26,C00192,E0023,R004,Delivered,Distributor
O000685,2025-07-01,C00439,E0023,R004,Delivered,Online
O000686,2026-05-01,C00175,E0001,R002,Cancelled,Online
O000687,2025-04-23,C00501,E0017,R002,Delivered,Online
O000688,2026-06-22,C00581,E0020,R001,Processing,Direct Sales
O000689,2025-11-08,C00151,E0007,R002,Delivered,Distributor
O000690,2026-05-14,C00503,E0024,R002,Delivered,Marketplace
O000691,2025-11-05,C00470,E0001,R002,Delivered,Distributor
O000692,2025-06-01,C00116,E0019,R002,Delivered,Direct Sales
O000693,2025-02-01,C00146,E0024,R002,Delivered,Distributor
O000694,2025-07-18,C00369,E0015,R008,Delivered,Online
O000695,2026-06-24,C00281,E0036,R004,Delivered,Marketplace
O000696,2026-08-27,C00358,E0023,R004,Delivered,Marketplace
O000697,2026-08-17,C00317,E0014,R005,Processing,Marketplace
O000698,2026-08-04,C00126,E0029,R006,Delivered,Marketplace
O000699,2025-05-31,C00113,E0001,R002,Shipped,Direct Sales
O000700,2025-11-07,C00536,E0020,R001,Shipped,Marketplace
O000701,2026-04-10,C00067,E0020,R001,Delivered,Direct Sales
O000702,2025-02-24,C00290,E0039,R005,Shipped,Marketplace
O000703,2025-01-01,C00006,E0029,R006,Delivered,Marketplace
O000704,2026-05-30,C00142,E0024,R002,Processing,Direct Sales
O000705,2025-07-21,C00089,E0019,R002,Delivered,Online
O000706,2026-04-30,C00298,E0016,R002,Delivered,Direct Sales
O000707,2025-04-11,C00396,E0029,R006,Delivered,Marketplace
O000708,2025-11-27,C00319,E0013,R004,Cancelled,Direct Sales
O000709,2026-03-03,C00205,E0018,R003,Processing,Direct Sales
O000710,2025-11-01,C00309,E0021,R001,Cancelled,Distributor
O000711,2026-03-24,C00559,E0013,R004,Delivered,Direct Sales
O000712,2026-05-31,C00540,E0030,R003,Delivered,Distributor
O000713,2026-03-07,C00363,E0029,R006,Delivered,Distributor
O000714,2026-03-08,C00029,E0037,R004,Delivered,Direct Sales
O000715,2025-05-11,C00310,E0017,R002,Cancelled,Marketplace
O000716,2026-02-17,C00055,E0027,R008,Delivered,Distributor
O000717,2025-03-28,C00531,E0031,R001,Delivered,Marketplace
O000718,2025-10-25,C00110,E0023,R004,Cancelled,Distributor
O000719,2026-08-22,C00340,E0004,R008,Processing,Online
O000720,2026-07-30,C00210,E0035,R002,Shipped,Direct Sales
O000721,2025-11-15,C00229,E0011,R008,Delivered,Distributor
O000722,2025-01-01,C00206,E0009,R002,Delivered,Online
O000723,2025-07-29,C00533,E0007,R002,Delivered,Distributor
O000724,2026-02-05,C00026,E0034,R001,Delivered,Online
O000725,2025-07-08,C00308,E0027,R008,Delivered,Marketplace
O000726,2026-03-19,C00450,E0041,R002,Delivered,Online
O000727,2025-06-24,C00190,E0011,R008,Processing,Direct Sales
O000728,2025-10-24,C00488,E0032,R001,Delivered,Distributor
O000729,2026-01-31,C00377,E0019,R002,Delivered,Distributor
O000730,2025-01-29,C00427,E0029,R006,Delivered,Distributor
O000731,2025-01-12,C00124,E0038,R002,Cancelled,Marketplace
O000732,2025-02-13,C00035,E0041,R002,Delivered,Direct Sales
O000733,2025-01-10,C00480,E0031,R001,Delivered,Marketplace
O000734,2025-12-24,C00513,E0034,R001,Processing,Distributor
O000735,2025-06-05,C00526,E0005,R005,Delivered,Marketplace
O000736,2025-11-07,C00471,E0010,R004,Delivered,Online
O000737,2025-07-04,C00496,E0026,R006,Cancelled,Marketplace
O000738,2026-08-22,C00133,E0022,R003,Cancelled,Distributor
O000739,2025-06-12,C00070,E0003,R001,Delivered,Online
O000740,2025-11-28,C00109,E0033,R008,Delivered,Direct Sales
O000741,2026-03-07,C00108,E0013,R004,Delivered,Online
O000742,2025-03-16,C00257,E0009,R002,Shipped,Marketplace
O000743,2025-04-21,C00031,E0013,R004,Shipped,Distributor
O000744,2025-07-20,C00137,E0038,R002,Delivered,Distributor
O000745,2025-07-26,C00449,E0020,R001,Delivered,Distributor
O000746,2026-08-20,C00542,E0014,R005,Delivered,Online
O000747,2025-01-06,C00209,E0003,R001,Delivered,Distributor
O000748,2025-12-15,C00582,E0036,R004,Delivered,Distributor
O000749,2026-05-28,C00195,E0015,R008,Delivered,Marketplace
O000750,2026-03-26,C00573,E0010,R004,Delivered,Distributor
O000751,2025-05-11,C00073,E0038,R002,Processing,Marketplace
O000752,2025-08-25,C00104,E0009,R002,Delivered,Marketplace
O000753,2025-09-15,C00024,E0016,R002,Delivered,Marketplace
O000754,2025-03-18,C00070,E0012,R004,Processing,Direct Sales
O000755,2026-02-13,C00531,E0041,R002,Cancelled,Online
O000756,2025-09-27,C00560,E0009,R002,Delivered,Online
O000757,2025-07-25,C00347,E0028,R006,Delivered,Online
O000758,2025-03-05,C00143,E0015,R008,Delivered,Distributor
O000759,2025-12-21,C00075,E0038,R002,Delivered,Distributor
O000760,2025-05-13,C00083,E0037,R004,Delivered,Online
O000761,2026-06-04,C00107,E0003,R001,Delivered,Marketplace
O000762,2025-08-22,C00442,E0032,R001,Delivered,Online
O000763,2025-01-19,C00027,E0014,R005,Processing,Distributor
O000764,2025-05-09,C00054,E0026,R006,Delivered,Distributor
O000765,2026-03-25,C00563,E0010,R004,Delivered,Marketplace
O000766,2026-03-24,C00361,E0014,R005,Delivered,Direct Sales
O000767,2025-08-21,C00238,E0006,R002,Delivered,Online
O000768,2025-03-20,C00016,E0017,R002,Delivered,Direct Sales
O000769,2025-02-14,C00450,E0013,R004,Delivered,Marketplace
O000770,2026-02-12,C00251,E0020,R001,Shipped,Online
O000771,2026-07-11,C00079,E0005,R005,Delivered,Distributor
O000772,2025-11-06,C00366,E0016,R002,Delivered,Marketplace
O000773,2025-11-23,C00251,E0035,R002,Processing,Online
O000774,2026-05-13,C00056,E0024,R002,Delivered,Online
O000775,2025-11-09,C00209,E0010,R004,Processing,Direct Sales
O000776,2025-02-06,C00126,E0025,R004,Delivered,Distributor
O000777,2026-05-26,C00465,E0009,R002,Delivered,Marketplace
O000778,2025-11-04,C00285,E0039,R005,Delivered,Online
O000779,2026-05-23,C00286,E0041,R002,Delivered,Distributor
O000780,2025-08-18,C00394,E0030,R003,Delivered,Distributor
O000781,2025-11-09,C00189,E0029,R006,Delivered,Marketplace
O000782,2025-09-26,C00027,E0040,R005,Cancelled,Direct Sales
O000783,2026-03-14,C00029,E0023,R004,Delivered,Online
O000784,2026-07-02,C00567,E0026,R006,Shipped,Distributor
O000785,2025-06-16,C00587,E0038,R002,Delivered,Distributor
O000786,2025-10-15,C00244,E0010,R004,Delivered,Online
O000787,2025-12-12,C00256,E0036,R004,Cancelled,Distributor
O000788,2026-01-06,C00040,E0041,R002,Delivered,Marketplace
O000790,2025-01-18,C00184,E0030,R003,Shipped,Online
O000791,2026-05-07,C00478,E0003,R001,Processing,Direct Sales
O000792,2025-10-11,C00419,E0004,R008,Cancelled,Marketplace
O000793,2025-09-22,C00066,E0030,R003,Delivered,Marketplace
O000794,2025-06-28,C00507,E0010,R004,Delivered,Online
O000795,2025-07-08,C00239,E0009,R002,Processing,Distributor
O000796,2026-07-21,C00594,E0022,R003,Delivered,Online
O000797,2025-12-28,C00266,E0018,R003,Processing,Online
O000798,2025-03-21,C00241,E0024,R002,Processing,Distributor
O000799,2025-08-31,C00116,E0034,R001,Delivered,Marketplace
O000800,2025-03-15,C00585,E0025,R004,Delivered,Marketplace
O000801,2026-01-04,C00147,E0002,R002,Delivered,Distributor
O000802,2025-02-01,C00384,E0032,R001,Delivered,Marketplace
O000803,2026-08-29,C00046,E0020,R001,Delivered,Online
O000804,2025-08-09,C00217,E0022,R003,Delivered,Online
O000805,2025-03-21,C00154,E0026,R006,Delivered,Distributor
O000806,2026-04-29,C00552,E0009,R002,Processing,Distributor
O000807,2026-08-13,C00325,E0019,R002,Delivered,Direct Sales
O000808,2025-08-25,C00337,E0017,R002,Shipped,Marketplace
O000809,2026-02-24,C00119,E0017,R002,Delivered,Online
O000810,2026-01-06,C00361,E0037,R004,Shipped,Direct Sales
O000811,2026-08-07,C00460,E0028,R006,Delivered,Direct Sales
O000812,2025-09-24,C00418,E0039,R005,Delivered,Marketplace
O000813,2026-02-23,C00322,E0009,R002,Delivered,Direct Sales
O000814,2025-07-04,C00590,E0033,R008,Shipped,Online
O000815,2025-09-27,C00171,E0009,R002,Processing,Distributor
O000816,2026-03-18,C00104,E0010,R004,Delivered,Direct Sales
O000817,2026-03-09,C00075,E0010,R004,Delivered,Direct Sales
O000818,2025-10-28,C00412,E0037,R004,Delivered,Marketplace
O000819,2025-02-16,C00345,E0039,R005,Delivered,Marketplace
O000820,2026-03-23,C00460,E0028,R006,Delivered,Distributor
O000821,2025-06-05,C00138,E0013,R004,Delivered,Marketplace
O000822,2026-03-26,C00465,E0026,R006,Delivered,Marketplace
O000823,2026-05-21,C00100,E0016,R002,Delivered,Online
O000824,2025-10-20,C00578,E0035,R002,Delivered,Distributor
O000825,2025-02-12,C00327,E0013,R004,Delivered,Distributor
O000826,2025-04-12,C00532,E0019,R002,Delivered,Marketplace
O000827,2025-10-08,C00170,E0009,R002,Shipped,Distributor
O000828,2025-09-23,C00230,E0012,R004,Cancelled,Online
O000829,2025-04-09,C00238,E0019,R002,Delivered,Direct Sales
O000830,2026-07-07,C00029,E0040,R005,Processing,Direct Sales
O000831,2026-01-14,C00007,E0033,R008,Delivered,Marketplace
O000832,2026-06-18,C00585,E0029,R006,Delivered,Distributor
O000833,2026-04-01,C00303,E0009,R002,Delivered,Distributor
O000834,2025-10-13,C00270,E0006,R002,Delivered,Marketplace
O000835,2025-12-01,C00081,E0016,R002,Delivered,Marketplace
O000836,2025-11-19,C00283,E0031,R001,Delivered,Distributor
O000837,2025-07-14,C00103,E0035,R002,Processing,Online
O000838,2026-08-24,C00009,E0017,R002,Delivered,Direct Sales
O000839,2025-06-05,C00201,E0018,R003,Shipped,Direct Sales
O000840,2025-07-23,C00509,E0020,R001,Delivered,Direct Sales
O000841,2026-05-18,C00004,E0029,R006,Processing,Direct Sales
O000842,2025-09-27,C00183,E0003,R001,Cancelled,Distributor
O000843,2026-05-11,C00598,E0017,R002,Processing,Direct Sales
O000844,2026-05-12,C00308,E0016,R002,Shipped,Distributor
O000845,2025-10-30,C00366,E0036,R004,Delivered,Direct Sales
O000846,2026-04-03,C00116,E0020,R001,Delivered,Direct Sales
O000847,2026-04-21,C00436,E0009,R002,Delivered,Online
O000848,2026-05-11,C00356,E0027,R008,Shipped,Distributor
O000849,2025-10-02,C00241,E0002,R002,Processing,Direct Sales
O000850,2025-09-25,C00419,E0004,R008,Delivered,Distributor
O000851,2026-02-13,C00401,E0030,R003,Delivered,Online
O000852,2025-12-14,C00275,E0033,R008,Delivered,Marketplace
O000853,2026-08-10,C00459,E0028,R006,Delivered,Direct Sales
O000854,2025-05-13,C00113,E0041,R002,Cancelled,Online
O000855,2025-12-08,C00022,E0026,R006,Delivered,Online
O000856,2026-01-06,C00051,E0035,R002,Processing,Direct Sales
O000857,2025-08-23,C00161,E0036,R004,Delivered,Direct Sales
O000858,2025-08-09,C00383,E0023,R004,Processing,Direct Sales
O000859,2026-06-24,C00014,E0003,R001,Delivered,Distributor
O000860,2025-10-17,C00497,E0003,R001,Delivered,Online
O000861,2025-10-06,C00236,E0017,R002,Delivered,Distributor
O000862,2025-03-28,C00411,E0010,R004,Delivered,Online
O000863,2025-01-16,C00517,E0028,R006,Processing,Direct Sales
O000864,2025-07-18,C00098,E0039,R005,Cancelled,Marketplace
O000865,2025-11-06,C00332,E0029,R006,Delivered,Distributor
O000866,2026-08-14,C00208,E0007,R002,Shipped,Distributor
O000867,2025-08-16,C00299,E0029,R006,Delivered,Marketplace
O000868,2026-01-27,C00495,E0020,R001,Delivered,Distributor
O000869,2026-04-09,C00404,E0025,R004,Delivered,Online
O000870,2026-01-14,C00407,E0016,R002,Shipped,Online
O000871,2025-03-27,C00319,E0023,R004,Delivered,Direct Sales
