Inventory_ID,Snapshot_Date,Product_ID,Warehouse_ID,Opening_Stock,Purchases_Qty,Sales_Qty,Returns_Qty,Closing_Stock,Stock_Value,Stockout_Days
INVSTK-P0053-WH-KOL,2026-08-31,P0053,WH-KOL,46,43,20,19,88,580834.43,0
INVSTK-P0054-WH-CHE,2026-08-31,P0054,WH-CHE,233,81,107,18,225,2140077.52,0
INVSTK-P0054-WH-HYD,2026-08-31,P0054,WH-HYD,68,60,105,9,32,304366.58,4
INVSTK-P0054-WH-MUM,2026-08-31,P0054,WH-MUM,65,169,207,12,39,370946.77,4
INVSTK-P0055-WH-BLR,2026-08-31,P0055,WH-BLR,243,92,53,20,302,5126870.52,0
INVSTK-P0055-WH-CHE,2026-08-31,P0055,WH-CHE,58,43,104,20,17,288598.67,1
INVSTK-P0055-WH-HYD,2026-08-31,P0055,WH-HYD,221,86,24,20,303,5143846.91,8
INVSTK-P0055-WH-MUM,2026-08-31,P0055,WH-MUM,118,26,8,8,144,2444600.51,0
INVSTK-P0055-WH-DEL,2026-08-31,P0055,WH-DEL,173,78,70,13,194,3293420.13,4
INVSTK-P0055-WH-KOL,2026-08-31,P0055,WH-KOL,194,102,58,17,255,4328980.07,8
INVSTK-P0056-WH-BLR,2026-08-31,P0056,WH-BLR,148,38,36,16,166,4254166.03,4
INVSTK-P0056-WH-MUM,2026-08-31,P0056,WH-MUM,162,126,164,7,131,3357203.32,5
INVSTK-P0056-WH-DEL,2026-08-31,P0056,WH-DEL,129,15,85,8,67,1717042.92,1
INVSTK-P0056-WH-KOL,2026-08-31,P0056,WH-KOL,110,62,26,16,162,4151656.01,2
INVSTK-P0057-WH-BLR,2026-08-31,P0057,WH-BLR,231,113,91,1,254,4667169.99,0
INVSTK-P0057-WH-CHE,2026-08-31,P0057,WH-CHE,105,168,172,18,119,2186587.51,2
INVSTK-P0057-WH-HYD,2026-08-31,P0057,WH-HYD,26,85,48,19,82,1506724.17,0
INVSTK-P0057-WH-MUM,2026-08-31,P0057,WH-MUM,174,3,83,0,94,1727220.39,6
INVSTK-P0057-WH-DEL,2026-08-31,P0057,WH-DEL,246,123,182,9,196,3601438.26,8
INVSTK-P0057-WH-KOL,2026-08-31,P0057,WH-KOL,237,160,195,3,205,3766810.42,7
INVSTK-P0058-WH-BLR,2026-08-31,P0058,WH-BLR,157,137,181,18,131,2479463.04,0
INVSTK-P0058-WH-CHE,2026-08-31,P0058,WH-CHE,51,173,161,7,70,1324903.91,0
INVSTK-P0058-WH-HYD,2026-08-31,P0058,WH-HYD,225,61,151,7,142,2687662.23,7
INVSTK-P0058-WH-MUM,2026-08-31,P0058,WH-MUM,91,164,170,16,101,1911647.08,1
INVSTK-P0058-WH-DEL,2026-08-31,P0058,WH-DEL,198,55,179,0,74,1400612.71,1
INVSTK-P0058-WH-KOL,2026-08-31,P0058,WH-KOL,214,34,22,14,240,4542527.7,0
INVSTK-P0059-WH-BLR,2026-08-31,P0059,WH-BLR,156,149,180,9,134,2207535.31,4
INVSTK-P0059-WH-CHE,2026-08-31,P0059,WH-CHE,150,82,118,2,116,1911000.72,8
INVSTK-P0059-WH-HYD,2026-08-31,P0059,WH-HYD,16,52,65,3,6,98844.86,0
INVSTK-P0059-WH-MUM,2026-08-31,P0059,WH-MUM,47,152,6,13,206,3393673.69,1
INVSTK-P0059-WH-DEL,2026-08-31,P0059,WH-DEL,230,99,145,3,187,3080664.95,8
INVSTK-P0059-WH-KOL,2026-08-31,P0059,WH-KOL,195,85,54,13,239,3937320.44,1
INVSTK-P0060-WH-CHE,2026-08-31,P0060,WH-CHE,250,101,150,12,213,7162141.15,7
INVSTK-P0060-WH-MUM,2026-08-31,P0060,WH-MUM,216,33,121,3,131,4404884.93,7
INVSTK-P0060-WH-KOL,2026-08-31,P0060,WH-KOL,137,167,83,20,241,8103643.28,7
INVSTK-P0061-WH-BLR,2026-08-31,P0061,WH-BLR,136,18,15,11,150,3938993.06,2
INVSTK-P0061-WH-CHE,2026-08-31,P0061,WH-CHE,128,151,74,2,207,5435810.43,6
INVSTK-P0061-WH-HYD,2026-08-31,P0061,WH-HYD,208,169,176,17,218,5724669.92,6
INVSTK-P0061-WH-MUM,2026-08-31,P0061,WH-MUM,204,59,18,16,261,6853847.93,5
INVSTK-P0061-WH-KOL,2026-08-31,P0061,WH-KOL,117,96,180,15,48,1260477.78,8
INVSTK-P0062-WH-BLR,2026-08-31,P0062,WH-BLR,112,156,169,0,99,2008270.55,5
INVSTK-P0062-WH-CHE,2026-08-31,P0062,WH-CHE,230,76,31,2,277,5619100.43,6
INVSTK-P0062-WH-HYD,2026-08-31,P0062,WH-HYD,170,97,152,2,117,2373410.65,1
INVSTK-P0062-WH-MUM,2026-08-31,P0062,WH-MUM,233,91,53,9,280,5679957.11,0
INVSTK-P0062-WH-DEL,2026-08-31,P0062,WH-DEL,246,163,81,4,332,6734806.29,4
INVSTK-P0063-WH-BLR,2026-08-31,P0063,WH-BLR,169,149,201,13,130,2213696.6,7
INVSTK-P0063-WH-CHE,2026-08-31,P0063,WH-CHE,105,132,109,19,147,2503180,0
INVSTK-P0063-WH-MUM,2026-08-31,P0063,WH-MUM,206,30,102,0,134,2281810.34,4
INVSTK-P0063-WH-KOL,2026-08-31,P0063,WH-KOL,69,171,10,9,239,4069796.05,7
INVSTK-P0064-WH-HYD,2026-08-31,P0064,WH-HYD,18,94,91,15,36,357130.83,7
INVSTK-P0064-WH-DEL,2026-08-31,P0064,WH-DEL,238,175,168,15,260,2579278.25,8
INVSTK-P0064-WH-KOL,2026-08-31,P0064,WH-KOL,78,156,5,16,245,2430473.74,2
INVSTK-P0065-WH-BLR,2026-08-31,P0065,WH-BLR,192,64,88,12,180,4661131.88,0
INVSTK-P0065-WH-CHE,2026-08-31,P0065,WH-CHE,175,180,158,9,206,5334406.48,3
INVSTK-P0065-WH-HYD,2026-08-31,P0065,WH-HYD,235,38,6,3,270,6991697.82,3
INVSTK-P0065-WH-MUM,2026-08-31,P0065,WH-MUM,250,11,38,4,227,5878205.2,3
INVSTK-P0065-WH-DEL,2026-08-31,P0065,WH-DEL,145,163,63,20,265,6862221.93,5
INVSTK-P0065-WH-KOL,2026-08-31,P0065,WH-KOL,69,13,63,11,30,776855.31,7
INVSTK-P0066-WH-CHE,2026-08-31,P0066,WH-CHE,66,64,124,5,11,187373.54,7
INVSTK-P0066-WH-HYD,2026-08-31,P0066,WH-HYD,141,18,33,3,129,2197380.55,6
INVSTK-P0066-WH-MUM,2026-08-31,P0066,WH-MUM,232,166,182,10,226,3849674.45,7
INVSTK-P0066-WH-DEL,2026-08-31,P0066,WH-DEL,59,94,21,10,142,2418822,4
INVSTK-P0066-WH-KOL,2026-08-31,P0066,WH-KOL,145,97,12,12,242,4122217.78,6
INVSTK-P0067-WH-CHE,2026-08-31,P0067,WH-CHE,68,124,23,4,173,5656389.3,4
INVSTK-P0067-WH-DEL,2026-08-31,P0067,WH-DEL,151,116,87,3,183,5983348.22,5
INVSTK-P0067-WH-KOL,2026-08-31,P0067,WH-KOL,214,125,152,16,203,6637266.05,0
INVSTK-P0068-WH-HYD,2026-08-31,P0068,WH-HYD,162,60,103,1,120,1856838.37,6
INVSTK-P0068-WH-MUM,2026-08-31,P0068,WH-MUM,244,59,189,1,115,1779470.11,1
INVSTK-P0068-WH-DEL,2026-08-31,P0068,WH-DEL,112,155,133,20,154,2382942.58,2
INVSTK-P0068-WH-KOL,2026-08-31,P0068,WH-KOL,209,23,191,1,42,649893.43,5
INVSTK-P0069-WH-BLR,2026-08-31,P0069,WH-BLR,159,45,127,17,94,878158.8,3
INVSTK-P0069-WH-CHE,2026-08-31,P0069,WH-CHE,227,59,45,17,258,2410265.64,5
INVSTK-P0069-WH-HYD,2026-08-31,P0069,WH-HYD,159,179,96,17,259,2419607.76,3
INVSTK-P0069-WH-MUM,2026-08-31,P0069,WH-MUM,228,67,81,3,217,2027238.93,1
INVSTK-P0069-WH-DEL,2026-08-31,P0069,WH-DEL,109,178,19,1,269,2513028.91,6
INVSTK-P0069-WH-KOL,2026-08-31,P0069,WH-KOL,88,23,80,20,51,476447.86,1
INVSTK-P0070-WH-BLR,2026-08-31,P0070,WH-BLR,55,131,38,5,153,1626647.88,2
INVSTK-P0070-WH-HYD,2026-08-31,P0070,WH-HYD,195,86,130,17,168,1786123.16,3
INVSTK-P0070-WH-MUM,2026-08-31,P0070,WH-MUM,209,70,184,19,114,1212012.15,6
INVSTK-P0070-WH-DEL,2026-08-31,P0070,WH-DEL,216,12,84,4,148,1573489.45,0
INVSTK-P0070-WH-KOL,2026-08-31,P0070,WH-KOL,184,77,139,17,139,1477804.28,2
INVSTK-P0071-WH-BLR,2026-08-31,P0071,WH-BLR,227,81,37,12,283,6999042.86,7
INVSTK-P0071-WH-CHE,2026-08-31,P0071,WH-CHE,174,153,19,6,314,7765722.47,8
INVSTK-P0071-WH-HYD,2026-08-31,P0071,WH-HYD,128,95,23,11,211,5218367.65,8
INVSTK-P0071-WH-MUM,2026-08-31,P0071,WH-MUM,102,147,72,1,178,4402224.84,4
INVSTK-P0071-WH-DEL,2026-08-31,P0071,WH-DEL,213,131,119,2,227,5614073.25,8
INVSTK-P0071-WH-KOL,2026-08-31,P0071,WH-KOL,135,35,152,19,37,915069.21,1
INVSTK-P0072-WH-BLR,2026-08-31,P0072,WH-BLR,162,119,136,0,145,4706920.65,7
INVSTK-P0072-WH-CHE,2026-08-31,P0072,WH-CHE,227,100,107,3,223,7238919.34,5
INVSTK-P0072-WH-MUM,2026-08-31,P0072,WH-MUM,168,161,109,3,223,7238919.34,8
INVSTK-P0072-WH-DEL,2026-08-31,P0072,WH-DEL,112,13,6,2,121,3927844.13,3
INVSTK-P0072-WH-KOL,2026-08-31,P0072,WH-KOL,105,80,17,4,172,5583381.73,2
INVSTK-P0073-WH-CHE,2026-08-31,P0073,WH-CHE,114,100,154,3,63,221512.25,3
INVSTK-P0073-WH-HYD,2026-08-31,P0073,WH-HYD,103,79,165,14,31,108998.09,2
INVSTK-P0073-WH-MUM,2026-08-31,P0073,WH-MUM,218,175,207,10,196,689149.23,8
INVSTK-P0073-WH-DEL,2026-08-31,P0073,WH-DEL,210,91,97,17,221,777050.92,4
INVSTK-P0074-WH-BLR,2026-08-31,P0074,WH-BLR,131,154,135,10,160,1888586.1,3
INVSTK-P0074-WH-CHE,2026-08-31,P0074,WH-CHE,196,82,208,8,78,920685.73,1
INVSTK-P0074-WH-HYD,2026-08-31,P0074,WH-HYD,66,62,9,3,122,1440046.9,4
INVSTK-P0074-WH-MUM,2026-08-31,P0074,WH-MUM,45,101,118,7,35,413128.21,6
INVSTK-P0074-WH-DEL,2026-08-31,P0074,WH-DEL,49,38,83,3,7,82625.64,5
INVSTK-P0074-WH-KOL,2026-08-31,P0074,WH-KOL,60,23,11,8,80,944293.05,3
INVSTK-P0075-WH-BLR,2026-08-31,P0075,WH-BLR,5,138,7,9,145,3927688.58,5
INVSTK-P0075-WH-CHE,2026-08-31,P0075,WH-CHE,56,22,8,1,71,1923213.03,2
INVSTK-P0075-WH-HYD,2026-08-31,P0075,WH-HYD,82,156,11,9,236,6392651.75,7
INVSTK-P0075-WH-MUM,2026-08-31,P0075,WH-MUM,95,75,179,15,6,162525.04,6
INVSTK-P0075-WH-DEL,2026-08-31,P0075,WH-DEL,152,22,119,3,58,1571075.43,3
INVSTK-P0075-WH-KOL,2026-08-31,P0075,WH-KOL,88,144,82,2,152,4117301.13,8
INVSTK-P0076-WH-BLR,2026-08-31,P0076,WH-BLR,248,71,105,18,232,2758188.22,1
INVSTK-P0076-WH-CHE,2026-08-31,P0076,WH-CHE,121,38,130,9,38,451772.21,7
INVSTK-P0076-WH-HYD,2026-08-31,P0076,WH-HYD,210,21,36,14,209,2484747.14,1
INVSTK-P0076-WH-MUM,2026-08-31,P0076,WH-MUM,156,153,38,15,286,3400180.3,2
INVSTK-P0076-WH-DEL,2026-08-31,P0076,WH-DEL,201,77,21,19,276,3281292.88,8
INVSTK-P0076-WH-KOL,2026-08-31,P0076,WH-KOL,180,124,137,6,173,2056752.42,3
INVSTK-P0077-WH-BLR,2026-08-31,P0077,WH-BLR,59,54,14,13,112,46552.65,5
INVSTK-P0077-WH-CHE,2026-08-31,P0077,WH-CHE,88,168,158,14,112,46552.65,6
INVSTK-P0077-WH-MUM,2026-08-31,P0077,WH-MUM,180,35,1,4,218,90611.42,2
INVSTK-P0077-WH-DEL,2026-08-31,P0077,WH-DEL,235,113,158,13,203,84376.68,1
INVSTK-P0077-WH-KOL,2026-08-31,P0077,WH-KOL,168,125,116,0,177,73569.82,0
INVSTK-P0078-WH-CHE,2026-08-31,P0078,WH-CHE,88,87,176,2,1,15674.46,7
INVSTK-P0078-WH-HYD,2026-08-31,P0078,WH-HYD,46,166,151,8,69,1081538.02,8
INVSTK-P0078-WH-MUM,2026-08-31,P0078,WH-MUM,140,152,140,7,159,2492239.78,3
INVSTK-P0078-WH-DEL,2026-08-31,P0078,WH-DEL,180,178,29,2,331,5188247.6,8
INVSTK-P0078-WH-KOL,2026-08-31,P0078,WH-KOL,146,110,140,7,123,1927959.08,5
INVSTK-P0079-WH-CHE,2026-08-31,P0079,WH-CHE,164,101,201,8,72,1564169.41,0
INVSTK-P0079-WH-HYD,2026-08-31,P0079,WH-HYD,189,98,6,20,301,6539097.12,5
INVSTK-P0079-WH-MUM,2026-08-31,P0079,WH-MUM,101,78,53,4,130,2824194.77,0
INVSTK-P0079-WH-DEL,2026-08-31,P0079,WH-DEL,12,130,140,19,21,456216.08,5
INVSTK-P0079-WH-KOL,2026-08-31,P0079,WH-KOL,242,2,205,18,57,1238300.78,1
INVSTK-P0080-WH-BLR,2026-08-31,P0080,WH-BLR,85,127,175,5,42,183457.67,7
INVSTK-P0080-WH-CHE,2026-08-31,P0080,WH-CHE,239,83,0,13,335,1463293.33,3
INVSTK-P0080-WH-HYD,2026-08-31,P0080,WH-HYD,231,170,105,5,301,1314779.97,2
INVSTK-P0080-WH-MUM,2026-08-31,P0080,WH-MUM,154,137,45,5,251,1096377.98,5
INVSTK-P0080-WH-DEL,2026-08-31,P0080,WH-DEL,3,88,62,16,45,196561.79,6
INVSTK-P0080-WH-KOL,2026-08-31,P0080,WH-KOL,81,48,23,4,110,480484.38,3
INVSTK-P0081-WH-BLR,2026-08-31,P0081,WH-BLR,80,143,68,16,171,4576534.37,4
INVSTK-P0081-WH-HYD,2026-08-31,P0081,WH-HYD,134,69,75,8,136,3639816.81,6
INVSTK-P0081-WH-MUM,2026-08-31,P0081,WH-MUM,182,40,198,1,25,669083.97,4
INVSTK-P0081-WH-DEL,2026-08-31,P0081,WH-DEL,219,47,78,10,198,5299145.06,7
INVSTK-P0081-WH-KOL,2026-08-31,P0081,WH-KOL,162,149,119,5,197,5272381.7,7
INVSTK-P0082-WH-CHE,2026-08-31,P0082,WH-CHE,211,22,27,20,226,3708074.78,8
INVSTK-P0082-WH-MUM,2026-08-31,P0082,WH-MUM,170,151,56,17,282,4626889.77,0
INVSTK-P0082-WH-DEL,2026-08-31,P0082,WH-DEL,117,70,54,16,149,2444704.17,5
INVSTK-P0082-WH-KOL,2026-08-31,P0082,WH-KOL,196,165,117,5,249,4085445.22,0
INVSTK-P0083-WH-BLR,2026-08-31,P0083,WH-BLR,59,34,21,13,85,2688575.1,5
INVSTK-P0083-WH-CHE,2026-08-31,P0083,WH-CHE,224,31,210,10,55,1739666.24,5
INVSTK-P0083-WH-HYD,2026-08-31,P0083,WH-HYD,109,163,217,14,69,2182490.37,3
INVSTK-P0083-WH-MUM,2026-08-31,P0083,WH-MUM,189,48,112,12,137,4333350.45,1
INVSTK-P0083-WH-DEL,2026-08-31,P0083,WH-DEL,12,116,35,14,107,3384441.59,7
INVSTK-P0083-WH-KOL,2026-08-31,P0083,WH-KOL,168,142,183,15,142,4491501.93,6
INVSTK-P0084-WH-BLR,2026-08-31,P0084,WH-BLR,161,84,164,19,100,2722545.55,7
INVSTK-P0084-WH-CHE,2026-08-31,P0084,WH-CHE,60,38,74,13,37,1007341.86,0
INVSTK-P0084-WH-HYD,2026-08-31,P0084,WH-HYD,94,169,121,1,143,3893240.14,5
INVSTK-P0084-WH-DEL,2026-08-31,P0084,WH-DEL,153,35,84,0,104,2831447.38,5
INVSTK-P0084-WH-KOL,2026-08-31,P0084,WH-KOL,130,169,196,6,109,2967574.65,6
INVSTK-P0085-WH-BLR,2026-08-31,P0085,WH-BLR,182,133,43,10,282,4367404.55,1
INVSTK-P0085-WH-HYD,2026-08-31,P0085,WH-HYD,235,166,209,11,203,3143911.78,5
INVSTK-P0085-WH-MUM,2026-08-31,P0085,WH-MUM,166,37,96,14,121,1873957.27,4
INVSTK-P0085-WH-DEL,2026-08-31,P0085,WH-DEL,111,145,174,7,89,1378365.26,4
INVSTK-P0085-WH-KOL,2026-08-31,P0085,WH-KOL,77,48,45,4,84,1300929.01,2
INVSTK-P0086-WH-BLR,2026-08-31,P0086,WH-BLR,141,49,114,5,81,1399919.63,1
INVSTK-P0086-WH-CHE,2026-08-31,P0086,WH-CHE,237,50,2,5,290,5012057.94,7
INVSTK-P0086-WH-HYD,2026-08-31,P0086,WH-HYD,53,47,32,0,68,1175241.17,4
INVSTK-P0086-WH-MUM,2026-08-31,P0086,WH-MUM,77,140,73,0,144,2488746.01,0
INVSTK-P0086-WH-KOL,2026-08-31,P0086,WH-KOL,73,70,100,5,48,829582,2
INVSTK-P0087-WH-BLR,2026-08-31,P0087,WH-BLR,127,154,215,4,70,267819.3,8
INVSTK-P0087-WH-CHE,2026-08-31,P0087,WH-CHE,18,126,39,15,120,459118.79,2
INVSTK-P0087-WH-HYD,2026-08-31,P0087,WH-HYD,70,62,50,8,90,344339.1,7
INVSTK-P0087-WH-DEL,2026-08-31,P0087,WH-DEL,221,136,202,8,163,623636.36,4
INVSTK-P0087-WH-KOL,2026-08-31,P0087,WH-KOL,61,125,98,4,92,351991.08,8
INVSTK-P0088-WH-BLR,2026-08-31,P0088,WH-BLR,209,38,86,11,172,3448341.7,4
INVSTK-P0088-WH-CHE,2026-08-31,P0088,WH-CHE,204,142,73,17,290,5814064.49,2
INVSTK-P0088-WH-HYD,2026-08-31,P0088,WH-HYD,191,127,89,18,247,4951979.07,6
INVSTK-P0088-WH-MUM,2026-08-31,P0088,WH-MUM,93,94,152,17,52,1042521.91,7
INVSTK-P0088-WH-DEL,2026-08-31,P0088,WH-DEL,111,161,191,18,99,1984801.33,4
INVSTK-P0088-WH-KOL,2026-08-31,P0088,WH-KOL,244,27,60,0,211,4230233.13,0
INVSTK-P0089-WH-BLR,2026-08-31,P0089,WH-BLR,129,174,203,14,114,2559857.94,1
INVSTK-P0089-WH-CHE,2026-08-31,P0089,WH-CHE,13,108,37,7,91,2043395.37,5
INVSTK-P0089-WH-HYD,2026-08-31,P0089,WH-HYD,196,155,165,3,189,4243975,6
INVSTK-P0089-WH-MUM,2026-08-31,P0089,WH-MUM,144,54,195,3,6,134729.37,8
INVSTK-P0089-WH-DEL,2026-08-31,P0089,WH-DEL,47,171,217,8,9,202094.05,4
INVSTK-P0089-WH-KOL,2026-08-31,P0089,WH-KOL,213,98,172,9,148,3323324.34,5
INVSTK-P0090-WH-BLR,2026-08-31,P0090,WH-BLR,216,102,179,12,151,1755299.61,5
INVSTK-P0090-WH-CHE,2026-08-31,P0090,WH-CHE,102,178,106,0,174,2022663.13,2
INVSTK-P0090-WH-HYD,2026-08-31,P0090,WH-HYD,170,7,126,13,64,743968.05,2
INVSTK-P0090-WH-MUM,2026-08-31,P0090,WH-MUM,71,80,20,7,138,1604181.1,0
INVSTK-P0090-WH-DEL,2026-08-31,P0090,WH-DEL,148,104,28,4,228,2650386.16,7
INVSTK-P0090-WH-KOL,2026-08-31,P0090,WH-KOL,187,57,74,16,186,2162157.13,5
INVSTK-P0091-WH-BLR,2026-08-31,P0091,WH-BLR,211,123,206,19,147,2088646.09,4
INVSTK-P0091-WH-CHE,2026-08-31,P0091,WH-CHE,159,76,19,17,233,3310575.09,4
INVSTK-P0091-WH-HYD,2026-08-31,P0091,WH-HYD,176,76,42,13,223,3168490.32,5
INVSTK-P0091-WH-MUM,2026-08-31,P0091,WH-MUM,173,70,148,20,115,1633974.83,5
INVSTK-P0091-WH-DEL,2026-08-31,P0091,WH-DEL,57,112,10,11,170,2415441.05,7
INVSTK-P0091-WH-KOL,2026-08-31,P0091,WH-KOL,224,89,69,19,263,3736829.39,4
INVSTK-P0092-WH-CHE,2026-08-31,P0092,WH-CHE,69,152,31,10,200,6680187.69,0
INVSTK-P0092-WH-HYD,2026-08-31,P0092,WH-HYD,44,36,40,19,59,1970655.37,5
INVSTK-P0092-WH-DEL,2026-08-31,P0092,WH-DEL,152,112,96,16,184,6145772.68,1
INVSTK-P0093-WH-BLR,2026-08-31,P0093,WH-BLR,1,178,133,19,65,763774.52,1
INVSTK-P0093-WH-CHE,2026-08-31,P0093,WH-CHE,79,152,15,16,232,2726087.51,7
INVSTK-P0093-WH-HYD,2026-08-31,P0093,WH-HYD,108,154,144,3,121,1421795.64,5
INVSTK-P0093-WH-MUM,2026-08-31,P0093,WH-MUM,119,71,141,0,49,575768.48,0
INVSTK-P0093-WH-DEL,2026-08-31,P0093,WH-DEL,77,129,171,13,48,564018.1,0
INVSTK-P0093-WH-KOL,2026-08-31,P0093,WH-KOL,134,169,3,4,304,3572114.66,6
INVSTK-P0094-WH-BLR,2026-08-31,P0094,WH-BLR,209,127,186,16,166,4960838.9,2
INVSTK-P0094-WH-MUM,2026-08-31,P0094,WH-MUM,231,154,115,16,286,8546987.5,4
INVSTK-P0094-WH-DEL,2026-08-31,P0094,WH-DEL,117,82,43,5,161,4811416.04,8
INVSTK-P0094-WH-KOL,2026-08-31,P0094,WH-KOL,202,16,94,10,134,4004532.61,1
INVSTK-P0095-WH-BLR,2026-08-31,P0095,WH-BLR,80,103,47,20,156,232731.98,4
INVSTK-P0095-WH-CHE,2026-08-31,P0095,WH-CHE,157,157,59,15,270,402805.35,2
INVSTK-P0095-WH-HYD,2026-08-31,P0095,WH-HYD,151,153,80,4,228,340146.74,0
INVSTK-P0095-WH-MUM,2026-08-31,P0095,WH-MUM,69,52,8,3,116,173057.11,6
INVSTK-P0095-WH-DEL,2026-08-31,P0095,WH-DEL,14,73,35,13,65,96971.66,3
INVSTK-P0095-WH-KOL,2026-08-31,P0095,WH-KOL,191,126,94,19,242,361032.94,7
INVSTK-P0096-WH-BLR,2026-08-31,P0096,WH-BLR,176,46,146,16,92,2221508.29,4
INVSTK-P0096-WH-CHE,2026-08-31,P0096,WH-CHE,99,160,132,11,138,3332262.44,8
INVSTK-P0096-WH-HYD,2026-08-31,P0096,WH-HYD,206,87,117,13,189,4563750.73,0
INVSTK-P0096-WH-DEL,2026-08-31,P0096,WH-DEL,93,152,195,18,68,1641984.39,7
INVSTK-P0097-WH-BLR,2026-08-31,P0097,WH-BLR,209,145,172,2,184,1261333.62,8
INVSTK-P0097-WH-CHE,2026-08-31,P0097,WH-CHE,135,160,166,3,132,904869.77,4
INVSTK-P0097-WH-HYD,2026-08-31,P0097,WH-HYD,10,88,71,16,43,294768.18,4
INVSTK-P0097-WH-MUM,2026-08-31,P0097,WH-MUM,105,91,44,18,170,1165362.59,1
INVSTK-P0097-WH-DEL,2026-08-31,P0097,WH-DEL,179,136,149,6,172,1179072.73,5
INVSTK-P0097-WH-KOL,2026-08-31,P0097,WH-KOL,133,13,93,17,70,479855.18,3
INVSTK-P0098-WH-BLR,2026-08-31,P0098,WH-BLR,12,113,98,17,44,1221912.66,2
INVSTK-P0098-WH-CHE,2026-08-31,P0098,WH-CHE,173,0,81,8,100,2777074.23,2
INVSTK-P0098-WH-HYD,2026-08-31,P0098,WH-HYD,102,6,36,8,80,2221659.39,4
INVSTK-P0098-WH-MUM,2026-08-31,P0098,WH-MUM,32,180,30,2,184,5109816.59,7
INVSTK-P0098-WH-DEL,2026-08-31,P0098,WH-DEL,183,58,192,16,65,1805098.25,4
INVSTK-P0098-WH-KOL,2026-08-31,P0098,WH-KOL,157,98,39,14,230,6387270.73,4
INVSTK-P0099-WH-BLR,2026-08-31,P0099,WH-BLR,63,176,105,17,151,1805093.94,4
INVSTK-P0099-WH-CHE,2026-08-31,P0099,WH-CHE,138,93,8,14,237,2833160.68,0
INVSTK-P0099-WH-MUM,2026-08-31,P0099,WH-MUM,204,44,58,10,200,2390852.9,5
INVSTK-P0099-WH-DEL,2026-08-31,P0099,WH-DEL,190,6,70,9,135,1613825.71,0
INVSTK-P0099-WH-KOL,2026-08-31,P0099,WH-KOL,95,127,184,3,41,490124.84,0
INVSTK-P0100-WH-BLR,2026-08-31,P0100,WH-BLR,211,169,110,4,274,7746466.97,0
INVSTK-P0100-WH-CHE,2026-08-31,P0100,WH-CHE,130,165,8,4,291,8227087.18,0
INVSTK-P0100-WH-HYD,2026-08-31,P0100,WH-HYD,29,166,26,1,170,4806202.13,4
INVSTK-P0100-WH-DEL,2026-08-31,P0100,WH-DEL,232,105,176,1,162,4580027.92,4
INVSTK-P0100-WH-KOL,2026-08-31,P0100,WH-KOL,152,167,100,0,219,6191519.22,2
INVSTK-P0101-WH-BLR,2026-08-31,P0101,WH-BLR,164,41,80,1,126,2561274.88,2
INVSTK-P0101-WH-CHE,2026-08-31,P0101,WH-CHE,243,175,7,3,414,8415617.48,1
INVSTK-P0101-WH-HYD,2026-08-31,P0101,WH-HYD,157,138,128,10,177,3597981.38,5
INVSTK-P0101-WH-MUM,2026-08-31,P0101,WH-MUM,41,101,21,15,136,2764550.67,2
INVSTK-P0101-WH-DEL,2026-08-31,P0101,WH-DEL,132,177,34,15,290,5894997.75,0
INVSTK-P0101-WH-KOL,2026-08-31,P0101,WH-KOL,32,96,30,4,102,2073413,5
INVSTK-P0102-WH-CHE,2026-08-31,P0102,WH-CHE,227,103,1,8,337,5579419.48,0
INVSTK-P0102-WH-HYD,2026-08-31,P0102,WH-HYD,46,115,28,17,150,2483421.13,3
INVSTK-P0102-WH-MUM,2026-08-31,P0102,WH-MUM,199,3,202,3,3,49668.42,0
INVSTK-P0102-WH-KOL,2026-08-31,P0102,WH-KOL,37,87,66,1,59,976812.31,0
INVSTK-P0103-WH-BLR,2026-08-31,P0103,WH-BLR,190,54,93,3,154,3416833.66,8
INVSTK-P0103-WH-CHE,2026-08-31,P0103,WH-CHE,130,164,199,19,114,2529344.4,3
INVSTK-P0103-WH-HYD,2026-08-31,P0103,WH-HYD,70,80,126,12,36,798740.34,4
INVSTK-P0103-WH-MUM,2026-08-31,P0103,WH-MUM,144,76,113,16,123,2729029.48,7
INVSTK-P0103-WH-DEL,2026-08-31,P0103,WH-DEL,158,39,98,18,117,2595906.09,1
INVSTK-P0104-WH-BLR,2026-08-31,P0104,WH-BLR,177,170,66,12,293,688796.6,6
INVSTK-P0104-WH-CHE,2026-08-31,P0104,WH-CHE,100,171,160,6,117,275048.47,2
INVSTK-P0104-WH-HYD,2026-08-31,P0104,WH-HYD,111,110,57,2,166,390239.71,8
INVSTK-P0104-WH-MUM,2026-08-31,P0104,WH-MUM,138,34,152,14,34,79928.62,8
INVSTK-P0104-WH-DEL,2026-08-31,P0104,WH-DEL,210,164,220,14,168,394941.39,6
INVSTK-P0104-WH-KOL,2026-08-31,P0104,WH-KOL,139,178,211,4,110,258592.58,4
INVSTK-P0105-WH-BLR,2026-08-31,P0105,WH-BLR,94,133,163,9,73,169453.49,8
INVSTK-P0105-WH-CHE,2026-08-31,P0105,WH-CHE,215,81,22,12,286,663886.28,6
INVSTK-P0105-WH-HYD,2026-08-31,P0105,WH-HYD,227,46,109,7,171,396939,5
INVSTK-P0105-WH-MUM,2026-08-31,P0105,WH-MUM,112,82,75,16,135,313372.89,4
