Return_ID,Return_Date,Transaction_ID,Order_ID,Customer_ID,Product_ID,Return_Qty,Return_Value,Return_Reason,Return_Status
RET00300,2026-01-29,ST0003687,O000993,C00476,P0142,2,51130.1,Wrong Item,Approved
RET00301,2026-04-09,ST0003925,O001042,C00334,P0047,1,15174.44,Defective,Rejected
RET00302,2025-03-17,ST0003812,O002724,C00410,P0101,2,72234.88,Wrong Item,Approved
RET00303,2025-02-05,ST0000242,O002548,C00271,P0074,5,75609.8,Not Needed,Approved
RET00304,2026-09-14,ST0003401,O001096,C00099,P0067,6,194898.29,Late Delivery,Rejected
RET00305,2026-03-21,ST0002573,O001083,C00308,P0092,2,118327.08,Not Needed,Rejected
RET00306,2025-05-19,ST0001249,O000920,C00253,P0074,1,12258.62,Wrong Item,Rejected
RET00307,2025-03-13,ST0000652,O001272,C00258,P0015,2,60387.86,Wrong Item,Rejected
RET00308,2026-07-19,ST0000853,O001064,C00572,P0053,1,8898.13,Not Needed,Rejected
RET00309,2025-07-15,ST0003046,O002312,C00045,P0082,5,153700.95,Damaged,Approved
RET00310,2025-06-08,ST0003073,O000287,C00384,P0080,1,5862.19,Defective,Pending
RET00311,2026-05-27,ST0000839,O000944,C00218,P0036,2,18001.43,Defective,Approved
RET00312,2026-08-19,ST0003349,O000238,C00175,P0075,1,44081.81,Wrong Item,Rejected
RET00313,2025-12-01,ST0002471,O002567,C00215,P0043,3,122018.16,Damaged,Rejected
RET00314,2025-11-01,ST0000276,O001470,C00472,P0047,2,30862.12,Damaged,Approved
RET00315,2025-12-02,ST0003261,O002774,C00469,P0038,3,87126.06,Wrong Item,Rejected
RET00316,2025-08-11,ST0002350,O002100,C00232,P0006,2,58871.66,Damaged,Rejected
RET00317,2026-08-24,ST0002711,O000807,C00325,P0100,5,174158.04,Wrong Item,Approved
RET00318,2026-03-09,ST0001515,O001146,C00574,P0047,6,91969.73,Damaged,Rejected
RET00319,2025-09-28,ST0002353,O002678,C00214,P0120,1,3196.74,Not Needed,Rejected
RET00320,2025-02-04,ST0002732,O002014,C00164,P0116,7,167354.09,Defective,Pending
RET00321,2025-07-09,ST0001726,O001304,C00081,P0134,1,14528.04,Wrong Item,Approved
RET00322,2025-07-29,ST0001634,O001101,C00395,P0113,2,3748.24,Defective,Approved
RET00323,2026-01-16,ST0000511,O002665,C00430,P0105,3,7174.54,Not Needed,Pending
RET00324,2025-05-31,ST0001007,O002115,C00011,P0102,1,30102.68,Late Delivery,Pending
RET00325,2026-04-11,ST0001518,O000255,C00465,P0103,3,91494.02,Wrong Item,Approved
RET00326,2026-06-28,ST0001945,O000173,C00454,P0145,2,6101.18,Wrong Item,Rejected
RET00327,2026-06-09,ST0002528,O001520,C00418,P0017,4,103930.24,Damaged,Pending
RET00328,2025-10-05,ST0003515,O000212,C00293,P0025,1,2045.56,Damaged,Rejected
RET00329,2026-07-15,ST0001736,O000462,C00116,P0055,1,22059.68,Wrong Item,Approved
RET00330,2025-11-11,ST0003939,O000438,C00566,P0008,1,36376.7,Defective,Approved
RET00331,2026-02-02,ST0001941,O002288,C00037,P0094,1,32680.14,Defective,Approved
RET00332,2026-07-19,ST0003877,O001634,C00350,P0015,5,152130.85,Wrong Item,Approved
RET00333,2026-01-25,ST0003162,O002551,C00582,P0075,1,45152.69,Defective,Approved
RET00334,2025-02-07,ST0002661,O002543,C00353,P0133,5,26322.45,Late Delivery,Approved
RET00335,2025-07-10,ST0002513,O002254,C00188,P0121,3,27706.75,Not Needed,Pending
RET00336,2026-09-11,ST0002489,O001694,C00302,P0054,1,13135.58,Not Needed,Rejected
RET00337,2025-06-17,ST0003983,O000551,C00014,P0148,1,16907.92,Defective,Approved
RET00338,2026-02-17,ST0000223,O000166,C00172,P0132,8,195196.32,Defective,Approved
RET00340,2026-09-10,ST0002011,O001421,C00247,P0033,3,70078.97,Wrong Item,Pending
RET00341,2025-04-07,ST0000482,O001264,C00084,P0135,6,36006.26,Late Delivery,Approved
RET00342,2026-03-31,ST0001773,O001941,C00073,P0119,1,2525.07,Late Delivery,Pending
RET00343,2026-05-23,ST0000315,O000624,C00213,P0080,4,30264.48,Not Needed,Pending
RET00344,2025-09-17,ST0002725,O000867,C00299,P0036,1,11169.5,Defective,Approved
RET00345,2026-09-06,ST0003617,O000421,C00121,P0003,2,4682.13,Wrong Item,Rejected
RET00346,2026-01-19,ST0003832,O001723,C00367,P0068,1,23589.19,Damaged,Pending
RET00347,2025-12-23,ST0003051,O002094,C00468,P0091,3,50268.46,Late Delivery,Rejected
RET00348,2025-03-19,ST0002966,O000478,C00513,P0068,2,42356.05,Damaged,Pending
RET00349,2025-07-02,ST0003216,O001285,C00512,P0145,1,2588.85,Wrong Item,Approved
RET00350,2025-02-28,ST0002257,O001537,C00398,P0069,2,25402.16,Not Needed,Approved
RET00351,2025-09-12,ST0001193,O002661,C00564,P0034,3,114988.17,Wrong Item,Pending
RET00352,2026-01-18,ST0003866,O002446,C00582,P0083,4,210351.47,Late Delivery,Rejected
RET00353,2025-07-30,ST0003920,O001419,C00131,P0001,2,56899.15,Late Delivery,Rejected
RET00354,2025-12-25,ST0001257,O000340,C00219,P0084,1,32300.03,Defective,Pending
RET00355,2025-02-23,ST0001299,O001661,C00232,P0028,1,22340.13,Damaged,Approved
RET00356,2025-10-19,ST0003308,O000905,C00337,P0038,2,60155.14,Defective,Rejected
RET00357,2026-02-10,ST0001508,O001949,C00319,P0042,1,16727.91,Late Delivery,Rejected
RET00358,2026-01-09,ST0003714,O001376,C00167,P0142,2,50573.73,Damaged,Pending
RET00359,2026-05-02,ST0001804,O001488,C00443,P0078,3,58511.87,Defective,Rejected
RET00360,2025-09-07,ST0001725,O000243,C00508,P0008,7,209629.39,Wrong Item,Rejected
RET00361,2025-06-27,ST0002485,O001054,C00333,P0142,4,129006.24,Not Needed,Approved
RET00362,2025-09-15,ST0000879,O001221,C00461,P0109,6,218921.42,Defective,Pending
RET00363,2026-04-05,ST0002648,O000108,C00512,P0092,1,46333.93,Not Needed,Pending
RET00364,2025-10-24,ST0003953,O002226,C00039,P0078,5,87108.81,Wrong Item,Pending
RET00365,2026-02-18,ST0001253,O001649,C00400,P0111,1,31613.27,Late Delivery,Rejected
RET00366,2025-03-31,ST0003653,O000465,C00475,P0113,4,6020.52,Late Delivery,Rejected
RET00367,2026-05-02,ST0003197,O001757,C00080,P0137,2,52870.46,Late Delivery,Approved
RET00368,2025-06-06,ST0001758,O000112,C00168,P0051,4,27832.77,Damaged,Rejected
RET00369,2025-06-30,ST0001499,O000145,C00089,P0008,3,89364.69,Not Needed,Rejected
RET00370,2025-07-07,ST0002870,O002547,C00033,P0083,5,273993.25,Late Delivery,Pending
RET00371,2025-06-18,ST0002281,O001078,C00096,P0049,2,29577.92,Wrong Item,Rejected
RET00372,2026-01-17,ST0000886,O002551,C00582,P0126,1,39196.49,Late Delivery,Pending
RET00373,2025-03-28,ST0000579,O000873,C00485,P0080,3,24745.95,Not Needed,Pending
RET00374,2026-05-12,ST0003335,O001044,C00342,P0025,5,8097.52,Damaged,Rejected
RET00375,2025-05-22,ST0003762,O002185,C00102,P0066,2,57136.17,Not Needed,Pending
RET00376,2026-05-04,ST0001712,O000651,C00346,P0006,4,106574.4,Not Needed,Approved
RET00377,2025-07-17,ST0000249,O000909,C00040,P0114,1,14357.86,Wrong Item,Approved
RET00378,2025-11-27,ST0002829,O000836,C00283,P0081,1,37389.29,Late Delivery,Approved
RET00379,2025-04-16,ST0000660,O000436,C00536,P0047,1,15548.64,Damaged,Pending
RET00380,2025-11-21,ST0001296,O001191,C00585,P0134,1,15735.84,Not Needed,Approved
RET00381,2026-08-03,ST0001157,O001767,C00401,P0042,3,47440.4,Damaged,Approved
RET00382,2025-05-15,ST0002529,O002689,C00382,P0020,1,36874.26,Not Needed,Approved
RET00385,2025-10-24,ST0001443,O001553,C00372,P0134,5,67549.24,Not Needed,Rejected
RET00386,2025-02-08,ST0002697,O000111,C00056,P0142,3,84185.78,Late Delivery,Approved
RET00387,2025-08-01,ST0002300,O000357,C00479,P0046,7,348745.22,Wrong Item,Approved
RET00388,2026-04-04,ST0000119,O000151,C00238,P0027,4,68824.42,Late Delivery,Rejected
RET00389,2025-02-17,ST0000708,O000086,C00189,P0116,5,111196.65,Defective,Pending
RET00390,2025-03-03,ST0000822,O001259,C00327,P0076,1,16327.83,Defective,Pending
RET00391,2025-07-03,ST0001568,O002770,C00063,P0097,1,11077.06,Wrong Item,Pending
RET00392,2025-11-20,ST0000006,O001150,C00042,P0120,2,5399.7,Not Needed,Pending
RET00393,2025-12-04,ST0002463,O002863,C00057,P0010,6,7401.96,Damaged,Approved
RET00394,2026-03-05,ST0003371,O001378,C00006,P0148,2,35914.94,Late Delivery,Approved
RET00395,2025-02-09,ST0002070,O001011,C00265,P0128,3,17115.78,Not Needed,Rejected
RET00396,2025-05-20,ST0003000,O000007,C00428,P0066,1,25299.45,Defective,Approved
RET00397,2026-09-02,ST0001527,O002197,C00573,P0067,1,30047.24,Late Delivery,Rejected
RET00398,2026-01-31,ST0002078,O002013,C00302,P0034,3,95677.61,Late Delivery,Rejected
RET00399,2025-07-20,ST0000283,O000725,C00308,P0031,6,105722.34,Damaged,Rejected
RET00400,2026-08-12,ST0002703,O002859,C00286,P0053,1,9498.6,Not Needed,Approved
RET00401,2026-05-23,ST0001340,O002098,C00080,P0036,1,11444.92,Damaged,Pending
RET00402,2025-12-05,ST0000435,O000141,C00415,P0037,1,24372.22,Damaged,Pending
RET00403,2025-02-06,ST0001434,O002443,C00362,P0047,1,11567.5,Damaged,Approved
RET00404,2025-08-11,ST0000712,O002479,C00589,P0109,3,122741.46,Damaged,Pending
RET00405,2026-07-07,ST0001536,O002985,C00239,P0102,1,30512.06,Defective,Rejected
RET00406,2026-01-12,ST0000539,O001712,C00077,P0035,7,55716.57,Not Needed,Pending
RET00407,2025-02-02,ST0001918,O002548,C00271,P0075,6,255483.12,Late Delivery,Approved
RET00408,2025-07-20,ST0000712,O002479,C00589,P0109,2,81827.64,Not Needed,Rejected
RET00409,2026-04-15,ST0000611,O000191,C00271,P0043,3,104878.82,Not Needed,Rejected
RET00410,2025-05-04,ST0003000,O000007,C00428,P0066,1,25299.45,Damaged,Pending
RET00411,2025-03-08,ST0002609,O002304,C00146,P0091,3,64318.13,Not Needed,Approved
RET00412,2026-01-13,ST0003715,O002269,C00126,P0036,2,24323.56,Wrong Item,Rejected
RET00413,2025-08-12,ST0000366,O002088,C00189,P0148,1,13458.34,Defective,Rejected
RET00414,2025-12-19,ST0000139,O001371,C00481,P0046,4,199386.9,Wrong Item,Rejected
RET00415,2026-07-02,ST0000590,O000712,C00540,P0009,4,12678,Not Needed,Rejected
RET00416,2025-03-09,ST0003242,O002845,C00278,P0080,5,36721.58,Defective,Rejected
RET00417,2025-05-18,ST0000771,O000615,C00448,P0062,1,30301.97,Wrong Item,Pending
RET00418,2026-06-30,ST0002591,O001289,C00125,P0054,7,116614.4,Damaged,Rejected
RET00419,2026-06-07,ST0001029,O001414,C00069,P0032,1,19081.99,Not Needed,Rejected
RET00420,2025-05-15,ST0002445,O001898,C00163,P0048,2,13220.26,Not Needed,Approved
RET00421,2025-12-06,ST0001164,O002927,C00399,P0073,1,5376.59,Late Delivery,Pending
RET00422,2026-06-03,ST0000931,O001682,C00447,P0145,2,5346.16,Defective,Approved
RET00423,2025-05-23,ST0000936,O002720,C00380,P0013,2,20748.93,Defective,Approved
RET00424,2025-12-28,ST0002817,O002739,C00173,P0124,2,16850.76,Wrong Item,Pending
RET00425,2025-07-05,ST0001631,O002878,C00373,P0087,3,14031.48,Damaged,Approved
RET00426,2025-06-28,ST0002771,O002212,C00237,P0117,3,62236.41,Not Needed,Pending
RET00427,2026-08-22,ST0002809,O002893,C00571,P0101,5,184240.5,Not Needed,Approved
RET00428,2026-02-22,ST0001825,O001174,C00063,P0069,4,57180.82,Wrong Item,Rejected
RET00429,2025-04-18,ST0003301,O002995,C00493,P0107,1,5525.62,Defective,Approved
RET00430,2025-05-21,ST0001313,O001426,C00178,P0055,6,115653.46,Late Delivery,Approved
RET00431,2025-11-02,ST0003561,O001049,C00221,P0053,2,18229.9,Defective,Rejected
RET00432,2025-06-18,ST0000971,O002473,C00365,P0120,3,7765.34,Damaged,Pending
RET00433,2025-10-13,ST0000214,O000905,C00337,P0015,1,25389.63,Defective,Approved
RET00434,2026-07-09,ST0003564,O000533,C00357,P0100,2,82048.1,Defective,Approved
RET00435,2026-01-04,ST0002406,O001141,C00361,P0150,2,98888.72,Not Needed,Approved
RET00436,2026-08-13,ST0000155,O001758,C00394,P0064,1,17172.41,Defective,Pending
RET00437,2025-12-07,ST0003237,O002171,C00183,P0124,1,7119.94,Defective,Rejected
RET00438,2026-03-27,ST0000951,O002614,C00122,P0078,4,76266.04,Damaged,Approved
RET00439,2026-02-11,ST0003635,O002309,C00185,P0110,2,819.36,Damaged,Pending
RET00440,2025-11-20,ST0001269,O002377,C00049,P0033,2,55988.73,Wrong Item,Pending
RET00441,2026-09-21,ST0002886,O000401,C00093,P0117,6,118265.08,Not Needed,Rejected
RET00442,2026-06-19,ST0000624,O000323,C00378,P0089,1,41439.72,Damaged,Approved
RET00443,2026-09-06,ST0002118,O001975,C00174,P0135,1,7040.18,Late Delivery,Rejected
RET00444,2025-09-20,ST0003917,O000483,C00194,P0118,3,53698.69,Not Needed,Rejected
RET00445,2026-03-24,ST0003675,O002545,C00110,P0078,1,18488.95,Late Delivery,Rejected
RET00446,2026-09-04,ST0002901,O002459,C00023,P0055,3,69083.43,Wrong Item,Approved
RET00447,2025-05-10,ST0002228,O001316,C00213,P0041,2,81677.38,Late Delivery,Pending
RET00448,2025-12-15,ST0001201,O000778,C00285,P0056,7,266925.63,Wrong Item,Approved
RET00449,2026-05-17,ST0000918,O002098,C00080,P0069,2,32901.76,Late Delivery,Rejected
RET00450,2026-08-23,ST0002637,O002942,C00536,P0035,6,60819.07,Late Delivery,Rejected
